time,.x,.y,.z
2019/02/15/16:21:53.626253,0.132443040609,-0.00397999212146,0.0466220006347
2019/02/15/16:21:53.725231,0.123387381434,0.0113381519914,0.0457420013845
2019/02/15/16:21:53.841619,0.119581565261,0.00901380926371,0.0414699986577
2019/02/15/16:21:53.950833,0.11762483418,-0.00252958387136,0.0338420011103
2019/02/15/16:21:54.069236,0.125862315297,-0.017851497978,0.0328110009432
2019/02/15/16:21:54.172777,0.129383891821,-0.0229305420071,0.0338069982827
2019/02/15/16:21:54.274265,0.130126282573,-0.0129673667252,0.0315820015967
2019/02/15/16:21:54.381743,0.120899215341,-0.00117452442646,0.0285650007427
2019/02/15/16:21:54.473283,0.109346285462,0.00730674341321,0.0298570003361
2019/02/15/16:21:54.571805,0.107686199248,0.0162690915167,0.0335730016232
2019/02/15/16:21:54.675172,0.109980873764,0.0214757919312,0.0335690006614
2019/02/15/16:21:54.793971,0.111700892448,0.0172020606697,0.0296020004898
2019/02/15/16:21:54.897178,0.117256268859,0.00921782106161,0.0231209993362
2019/02/15/16:21:55.001770,0.114331975579,-0.00601683184505,0.01563099958
2019/02/15/16:21:55.102880,0.113436102867,-0.0187683533877,0.00879300013185
2019/02/15/16:21:55.219643,0.109661921859,-0.0226994026452,0.00687600020319
2019/02/15/16:21:55.327286,0.107704930007,-0.0144446827471,0.0173119995743
2019/02/15/16:21:55.479542,0.106702454388,0.00629187002778,0.0285030007362
2019/02/15/16:21:55.578439,0.104947410524,0.0271669775248,0.034510999918
2019/02/15/16:21:55.694528,0.106351718307,0.0273370146751,0.0291469991207
2019/02/15/16:21:55.802657,0.106908224523,0.010518271476,0.0152049995959
2019/02/15/16:21:55.921979,0.114485263824,-0.0048088952899,0.00070199999027
2019/02/15/16:21:56.022173,0.113930895925,-0.0186481904238,-0.00643899990246
2019/02/15/16:21:56.124049,0.105547681451,-0.012794053182,-0.00356999994256
2019/02/15/16:21:56.225910,0.0976908802986,-0.000701509416103,0.00307000009343
2019/02/15/16:21:56.347425,0.0903633013368,0.0100236833096,0.00847799982876
2019/02/15/16:21:56.489436,0.0875243097544,0.0209641382098,0.0114860003814
2019/02/15/16:21:56.600139,0.0938977748156,0.0278784725815,0.0125080002472
2019/02/15/16:21:56.716985,0.0993779078126,0.0177772417665,0.007782000117
2019/02/15/16:21:56.825255,0.098086565733,-0.00016825646162,-0.00580500019714
2019/02/15/16:21:56.943674,0.0882062911987,-0.00772330351174,-0.0163189992309
2019/02/15/16:21:57.051612,0.079937800765,-0.0116167627275,-0.0136590003967
2019/02/15/16:21:57.170579,0.0788940116763,-0.00898535549641,0.0234699994326
2019/02/15/16:21:57.277389,0.0911424458027,0.0133438035846,0.153115004301
2019/02/15/16:21:57.385872,0.128624513745,0.0392139963806,0.424389004707
2019/02/15/16:21:57.541254,0.16363582015,0.0628356784582,0.608443975449
2019/02/15/16:21:57.651407,0.22115945816,0.076121583581,0.88108497858
2019/02/15/16:21:57.770287,0.238781839609,0.0702014043927,0.969931006432
2019/02/15/16:21:57.885532,0.263684928417,0.0369224399328,1.02149903774
2019/02/15/16:21:58.005032,0.273138940334,0.020300924778,1.00311696529
2019/02/15/16:21:58.115655,0.299147367477,0.0216989740729,0.904769003391
2019/02/15/16:21:58.229382,0.323130965233,0.0384235084057,0.83189201355
2019/02/15/16:21:58.345972,0.360423892736,0.0471975654364,0.779784977436
2019/02/15/16:21:58.476271,0.38218280673,0.0322536975145,0.707033991814
2019/02/15/16:21:58.598381,0.384197741747,-0.00640927627683,0.594622015953
2019/02/15/16:21:58.702507,0.383356511593,-0.039163403213,0.528967022896
2019/02/15/16:21:58.816796,0.394597411156,-0.0527055002749,0.497087001801
2019/02/15/16:21:58.929432,0.413112699986,-0.0514963716269,0.479295998812
2019/02/15/16:21:59.043419,0.423584252596,-0.0556900650263,0.441370010376
2019/02/15/16:21:59.145691,0.428972572088,-0.0522260963917,0.423676013947
2019/02/15/16:21:59.254653,0.427377849817,-0.044454138726,0.448439985514
2019/02/15/16:21:59.374817,0.435418576002,-0.0263183265924,0.482046991587
