time,.x,.y,.theta
2019/02/15/16:24:56.329133,25.65336209,-100.29114628,-3.01060498167
2019/02/15/16:24:56.329527,25.65336193,-100.29114671,-3.00402511093
2019/02/15/16:24:56.329683,25.65336181,-100.2911468,-2.99821329569
2019/02/15/16:24:56.440854,25.65336171,-100.29114705,-2.99311680538
2019/02/15/16:24:56.541298,25.65336157,-100.29114714,-2.98885814536
2019/02/15/16:24:56.659635,25.65336148,-100.29114723,-2.9852455681
2019/02/15/16:24:56.769126,25.65336122,-100.29114738,-2.98002683871
2019/02/15/16:24:56.884598,25.65336108,-100.29114744,-2.97475591138
2019/02/15/16:24:57.020680,25.65336085,-100.29114746,-2.96913611001
2019/02/15/16:24:57.141139,25.6533607,-100.29114759,-2.96238153595
2019/02/15/16:24:57.259590,25.65336043,-100.29114788,-2.95636012997
2019/02/15/16:24:57.371178,25.65336028,-100.29114781,-2.95065297694
2019/02/15/16:24:57.489506,25.65336015,-100.29114789,-2.9460105555
2019/02/15/16:24:57.596218,25.65335996,-100.29114788,-2.94255457207
2019/02/15/16:24:57.714807,25.65335982,-100.29114794,-2.93972736085
2019/02/15/16:24:57.816713,25.65335963,-100.29114786,-2.93585272858
2019/02/15/16:24:57.910802,25.65335952,-100.29114793,-2.93185585725
2019/02/15/16:24:58.066237,25.65335933,-100.2911479,-2.92799853553
2019/02/15/16:24:58.168121,25.65335916,-100.29114809,-2.9214535522
2019/02/15/16:24:58.283261,25.65335906,-100.29114817,-2.91721246904
2019/02/15/16:24:58.403471,25.65335896,-100.29114831,-2.91312851236
2019/02/15/16:24:58.513412,25.65335883,-100.29114838,-2.91042327389
2019/02/15/16:24:58.621458,25.65335875,-100.29114833,-2.90799713464
2019/02/15/16:24:58.744303,25.65335863,-100.29114838,-2.90557126171
2019/02/15/16:24:58.849483,25.65335848,-100.2911485,-2.90248199549
2019/02/15/16:24:58.946210,25.65335829,-100.29114847,-2.89948008093
2019/02/15/16:24:59.032393,25.6533582,-100.29114855,-2.89658282858
2019/02/15/16:24:59.142062,25.65335812,-100.29114861,-2.89426135154
2019/02/15/16:24:59.259299,25.65335791,-100.29114873,-2.89171323954
2019/02/15/16:24:59.367861,25.65335778,-100.29114866,-2.888885762
2019/02/15/16:24:59.486307,25.65335767,-100.29114871,-2.88579649578
2019/02/15/16:24:59.593307,25.65335743,-100.29114899,-2.88314372157
2019/02/15/16:24:59.710170,25.65335731,-100.29114905,-2.88195675092
