time,.x,.y,.z
2019/02/15/16:24:56.545129,0.144610255957,0.045528806746,0.0337270013988
2019/02/15/16:24:56.663076,0.146180093288,0.0346609391272,0.039671998471
2019/02/15/16:24:56.773481,0.153428688645,0.0337585248053,0.0454460009933
2019/02/15/16:24:56.888587,0.152306780219,0.0433086901903,0.0463359989226
2019/02/15/16:24:57.024478,0.147240489721,0.0586023852229,0.0470420010388
2019/02/15/16:24:57.144821,0.134113788605,0.0783485546708,0.0530470013618
2019/02/15/16:24:57.266627,0.133722379804,0.0838052928448,0.0548969991505
2019/02/15/16:24:57.371464,0.133571028709,0.0587177947164,0.0477030016482
2019/02/15/16:24:57.489929,0.142115324736,0.0381081998348,0.0366889983416
2019/02/15/16:24:57.596341,0.149676054716,0.0238764733076,0.0276120007038
2019/02/15/16:24:57.715571,0.151725128293,0.0281511805952,0.0274930000305
2019/02/15/16:24:57.816937,0.144248604774,0.0352751836181,0.0362639985979
2019/02/15/16:24:57.911010,0.135919734836,0.0477475300431,0.039294000715
2019/02/15/16:24:58.067464,0.128920614719,0.0518505014479,0.0414920002222
2019/02/15/16:24:58.168722,0.126663938165,0.0577342808247,0.0412900000811
2019/02/15/16:24:58.284227,0.13000229001,0.0482846014202,0.0388679988682
2019/02/15/16:24:58.404114,0.134751692414,0.0364277511835,0.0283649992198
2019/02/15/16:24:58.513693,0.136223047972,0.0244392249733,0.0197960007936
2019/02/15/16:24:58.622019,0.129565924406,0.0174833182245,0.0205339994282
2019/02/15/16:24:58.744421,0.122998952866,0.0239010285586,0.0243740007281
2019/02/15/16:24:58.849724,0.121032334864,0.0404867604375,0.0256639998406
2019/02/15/16:24:58.946901,0.122591845691,0.0459482520819,0.0290629994124
2019/02/15/16:24:59.033697,0.121026754379,0.0470481440425,0.0298469997942
2019/02/15/16:24:59.142751,0.118452362716,0.0402248948812,0.0254319999367
2019/02/15/16:24:59.260047,0.11898842454,0.0294916387647,0.0207899995148
2019/02/15/16:24:59.369086,0.117507442832,0.0150996893644,0.0236140005291
2019/02/15/16:24:59.486985,0.120455920696,0.013977561146,0.0250380001962
2019/02/15/16:24:59.594502,0.130327060819,0.0234703477472,0.016835000366
2019/02/15/16:24:59.710961,0.130611553788,0.0242821220309,0.00578900007531
2019/02/15/16:24:59.815450,0.127271905541,0.027182046324,0.00428200000897
2019/02/15/16:24:59.908736,0.122017994523,0.0305386334658,0.0136609999463
2019/02/15/16:25:00.060587,0.118616193533,0.0405733659863,0.0230059996247
2019/02/15/16:25:00.166966,0.12011539191,0.0562964938581,0.034970998764
2019/02/15/16:25:00.287586,0.135816246271,0.058548733592,0.0755309984088
2019/02/15/16:25:00.388573,0.173469364643,0.0614279471338,0.144298002124
2019/02/15/16:25:00.490538,0.198611423373,0.0579871423542,0.198975995183
2019/02/15/16:25:00.610485,0.212930589914,0.0572587586939,0.250528991222
2019/02/15/16:25:00.718176,0.237427353859,0.0789193212986,0.307583987713
2019/02/15/16:25:00.836934,0.254480302334,0.0969162657857,0.34187400341
