time,.x,.y,.theta
2019/02/15/16:04:29.225234,25.65331361,-100.29111775,-1.65331509447
2019/02/15/16:04:29.225474,25.65331352,-100.29111779,-1.65200615107
2019/02/15/16:04:29.225656,25.65331351,-100.2911176,-1.65156979222
2019/02/15/16:04:29.262771,25.6533135,-100.29111763,-1.65242506622
2019/02/15/16:04:29.377773,25.65331325,-100.29111761,-1.65301841839
2019/02/15/16:04:29.475757,25.65331322,-100.29111765,-1.65424014329
2019/02/15/16:04:29.632035,25.65331319,-100.29111757,-1.65513030469
2019/02/15/16:04:29.733638,25.65331314,-100.29111763,-1.65659637457
2019/02/15/16:04:29.835351,25.65331311,-100.29111757,-1.65705017712
2019/02/15/16:04:29.952044,25.65331308,-100.29111745,-1.65666614938
2019/02/15/16:04:30.055278,25.65331307,-100.29111749,-1.65586333963
2019/02/15/16:04:30.158158,25.65331301,-100.29111748,-1.65542698078
2019/02/15/16:04:30.261011,25.65331301,-100.2911175,-1.65441471346
2019/02/15/16:04:30.377590,25.65331304,-100.29111741,-1.65376889703
2019/02/15/16:04:30.482924,25.65331303,-100.29111745,-1.6526519675
2019/02/15/16:04:30.629900,25.65331297,-100.29111742,-1.65237273512
2019/02/15/16:04:30.731951,25.6533129,-100.29111743,-1.65174436239
2019/02/15/16:04:30.833082,25.65331289,-100.29111748,-1.65233771456
2019/02/15/16:04:30.950330,25.65331287,-100.29111753,-1.65417036848
2019/02/15/16:04:31.058974,25.65331291,-100.29111769,-1.65795778224
2019/02/15/16:04:31.176225,25.65331289,-100.29111766,-1.6618498582
2019/02/15/16:04:31.284542,25.65331288,-100.29111768,-1.66532301901
2019/02/15/16:04:31.401040,25.65331289,-100.29111766,-1.6677315814
2019/02/15/16:04:31.541250,25.65331285,-100.29111772,-1.66890097519
2019/02/15/16:04:31.657508,25.65331288,-100.29111782,-1.65942385211
2019/02/15/16:04:31.774348,25.65331284,-100.2911178,-1.65336755874
2019/02/15/16:04:31.884673,25.65331283,-100.29111788,-1.64839330749
2019/02/15/16:04:32.000708,25.65331272,-100.29111794,-1.64371586548
2019/02/15/16:04:32.109485,25.65331272,-100.29111803,-1.6388638533
2019/02/15/16:04:32.227972,25.65331266,-100.29111823,-1.63371516503
2019/02/15/16:04:32.336715,25.65331263,-100.29111834,-1.62655925267
2019/02/15/16:04:32.455979,25.65331258,-100.29111839,-1.61847842466
2019/02/15/16:04:32.602134,25.65331234,-100.29111869,-1.61022302647
2019/02/15/16:04:32.710299,25.65331225,-100.29111881,-1.60261331156
2019/02/15/16:04:32.825267,25.65331223,-100.29111842,-1.59908781964
2019/02/15/16:04:32.935121,25.6533122,-100.2911185,-1.59559708197
2019/02/15/16:04:33.051986,25.65331261,-100.29111835,-1.5904832811
2019/02/15/16:04:33.156428,25.65331253,-100.29111801,-1.58446187513
2019/02/15/16:04:33.258469,25.65331253,-100.2911182,-1.58269912917
2019/02/15/16:04:33.377364,25.65331259,-100.29111821,-1.5866785568
2019/02/15/16:04:33.476399,25.65331256,-100.29111859,-1.60165337534
2019/02/15/16:04:33.632396,25.65331237,-100.29111901,-1.61732647457
2019/02/15/16:04:33.734040,25.65331236,-100.29111977,-1.63690909346
2019/02/15/16:04:33.835690,25.65331233,-100.29112032,-1.64402998526
2019/02/15/16:04:33.952384,25.65331231,-100.2911214,-1.64031247947
2019/02/15/16:04:34.056140,25.65331233,-100.29112217,-1.62228314896
2019/02/15/16:04:34.167162,25.65331228,-100.29112347,-1.59610321563
2019/02/15/16:04:34.281623,25.65331231,-100.29112431,-1.56718315642
2019/02/15/16:04:34.386226,25.65331222,-100.2911254,-1.54698974165
2019/02/15/16:04:34.483848,25.65331229,-100.29112635,-1.54440660909
2019/02/15/16:04:34.572157,25.65331244,-100.29112667,-1.55276680265
2019/02/15/16:04:34.662941,25.65331254,-100.29112745,-1.56866666999
2019/02/15/16:04:34.781478,25.65331272,-100.29112834,-1.59303152626
2019/02/15/16:04:34.883406,25.65331284,-100.29112936,-1.63198717332
2019/02/15/16:04:34.984634,25.65331305,-100.29113065,-1.65816710665
2019/02/15/16:04:35.106432,25.65331313,-100.29113153,-1.67155388256
2019/02/15/16:04:35.211873,25.65331343,-100.29113232,-1.66347292139
2019/02/15/16:04:35.331120,25.65331349,-100.29113321,-1.6355127984
2019/02/15/16:04:35.433986,25.65331354,-100.29113427,-1.59090219626
2019/02/15/16:04:35.575219,25.65331362,-100.2911352,-1.5532380489
2019/02/15/16:04:35.682416,25.65331347,-100.2911367,-1.51468374014
2019/02/15/16:04:35.781883,25.65331331,-100.29113761,-1.50300737908
2019/02/15/16:04:35.885056,25.65331345,-100.29113858,-1.50161121717
2019/02/15/16:04:36.002321,25.65331358,-100.29113952,-1.51723185214
2019/02/15/16:04:36.104934,25.65331374,-100.29114059,-1.5466231576
2019/02/15/16:04:36.205983,25.65331383,-100.29114191,-1.57123235885
2019/02/15/16:04:36.307150,25.65331394,-100.29114293,-1.58542181135
2019/02/15/16:04:36.424397,25.6533138,-100.29114384,-1.58486334658
2019/02/15/16:04:36.559516,25.65331389,-100.29114502,-1.57123235885
2019/02/15/16:04:36.679784,25.65331385,-100.29114689,-1.53766961188
2019/02/15/16:04:36.781259,25.65331385,-100.29114806,-1.4935476997
2019/02/15/16:04:36.883169,25.65331399,-100.29114917,-1.45642457341
2019/02/15/16:04:37.001312,25.65331408,-100.29115043,-1.43116968889
2019/02/15/16:04:37.104898,25.65331429,-100.29115169,-1.41354182983
2019/02/15/16:04:37.207366,25.65331475,-100.29115313,-1.40973710553
2019/02/15/16:04:37.308216,25.65331496,-100.29115421,-1.41968547487
2019/02/15/16:04:37.424078,25.65331528,-100.29115504,-1.43654527843
2019/02/15/16:04:37.559852,25.65331552,-100.29115632,-1.45984540312
2019/02/15/16:04:37.680409,25.65331614,-100.29115818,-1.47698457222
2019/02/15/16:04:37.788764,25.65331628,-100.29115955,-1.47996904308
2019/02/15/16:04:37.906342,25.65331645,-100.29116073,-1.47461089724
2019/02/15/16:04:38.009321,25.65331672,-100.29116193,-1.45984540312
2019/02/15/16:04:38.126034,25.6533169,-100.29116302,-1.44672054905
2019/02/15/16:04:38.236305,25.65331738,-100.29116376,-1.43452074379
2019/02/15/16:04:38.351177,25.65331767,-100.29116511,-1.42907524629
2019/02/15/16:04:38.459591,25.65331793,-100.29116641,-1.43139659017
2019/02/15/16:04:38.607124,25.65331832,-100.29116786,-1.43865716474
2019/02/15/16:04:38.725491,25.65331863,-100.2911696,-1.44942578752
2019/02/15/16:04:38.833574,25.65331875,-100.29117037,-1.45806521346
2019/02/15/16:04:38.951616,25.65331896,-100.29117163,-1.46269032436
2019/02/15/16:04:39.058845,25.65331883,-100.29117276,-1.46228885291
2019/02/15/16:04:39.177096,25.65331921,-100.29117414,-1.45803032606
2019/02/15/16:04:39.278618,25.65331943,-100.29117545,-1.4496875762
2019/02/15/16:04:39.386758,25.65331963,-100.2911765,-1.44188598057
2019/02/15/16:04:39.535951,25.65331984,-100.29117771,-1.43429384251
2019/02/15/16:04:39.650019,25.65331986,-100.29117952,-1.42919748535
2019/02/15/16:04:39.759060,25.65332014,-100.2911814,-1.43230419528
2019/02/15/16:04:39.875975,25.65332034,-100.29118268,-1.44183364947
2019/02/15/16:04:39.980761,25.65332079,-100.29118379,-1.45804776976
2019/02/15/16:04:40.082450,25.65332101,-100.29118499,-1.47382553119
2019/02/15/16:04:40.199637,25.65332136,-100.29118598,-1.48501306913
2019/02/15/16:04:40.311324,25.65332161,-100.29118734,-1.48836412403
2019/02/15/16:04:40.425770,25.6533217,-100.29118881,-1.47956770478
2019/02/15/16:04:40.560024,25.65332189,-100.29119017,-1.45804776976
2019/02/15/16:04:40.681258,25.65332197,-100.2911918,-1.4299828514
2019/02/15/16:04:40.788229,25.65332186,-100.29119325,-1.4150253434
2019/02/15/16:04:40.906189,25.65332205,-100.29119451,-1.41629953256
2019/02/15/16:04:41.008104,25.65332219,-100.29119584,-1.43132681536
2019/02/15/16:04:41.125125,25.6533224,-100.29119706,-1.45122355404
2019/02/15/16:04:41.234560,25.65332319,-100.2911985,-1.47600719231
2019/02/15/16:04:41.351656,25.65332341,-100.29119984,-1.48993485612
2019/02/15/16:04:41.459885,25.65332363,-100.29120136,-1.48880048289
2019/02/15/16:04:41.602929,25.65332384,-100.29120236,-1.47459345353
2019/02/15/16:04:41.704098,25.65332404,-100.29120403,-1.44167652299
2019/02/15/16:04:41.806738,25.65332422,-100.29120515,-1.42197179819
2019/02/15/16:04:41.908329,25.65332444,-100.29120634,-1.41047014046
2019/02/15/16:04:42.025649,25.65332488,-100.29120757,-1.41094138672
2019/02/15/16:04:42.135339,25.65332519,-100.29120896,-1.42383933951
2019/02/15/16:04:42.255504,25.65332529,-100.29120987,-1.44052470606
2019/02/15/16:04:42.357524,25.65332608,-100.29121109,-1.45691326337
2019/02/15/16:04:42.459425,25.6533263,-100.29121233,-1.46289978194
2019/02/15/16:04:42.608137,25.65332643,-100.29121347,-1.46143371206
2019/02/15/16:04:42.714824,25.65332669,-100.29121517,-1.44851831557
2019/02/15/16:04:42.831413,25.65332683,-100.29121621,-1.43392725847
2019/02/15/16:04:42.934184,25.65332705,-100.29121752,-1.41942368619
2019/02/15/16:04:43.050953,25.65332705,-100.29121828,-1.41204087255
2019/02/15/16:04:43.155083,25.65332729,-100.29121928,-1.41176164017
2019/02/15/16:04:43.256798,25.65332754,-100.29122045,-1.41848119367
2019/02/15/16:04:43.357893,25.65332793,-100.29122103,-1.4300700699
2019/02/15/16:04:43.464379,25.65332816,-100.29122214,-1.4412402973
2019/02/15/16:04:43.555476,25.6533289,-100.29122319,-1.44776770377
2019/02/15/16:04:43.654192,25.65332909,-100.29122421,-1.4471220205
2019/02/15/16:04:43.758988,25.65332913,-100.29122543,-1.44239211423
2019/02/15/16:04:43.878768,25.65332933,-100.29122664,-1.43413671604
2019/02/15/16:04:43.981557,25.65332919,-100.29122765,-1.42638745151
2019/02/15/16:04:44.082047,25.65332941,-100.29122877,-1.42572432454
2019/02/15/16:04:44.183629,25.65332925,-100.29122982,-1.4300351825
