time,.x,.y,.z
2019/02/15/16:01:09.274464,0.00399997457862,-1.44526529766e-05,-0.00132999999914
2019/02/15/16:01:09.385093,0.00101012084633,0.00399745674804,-0.0141420001164
2019/02/15/16:01:09.488716,-0.0109924813733,0.0050165085122,0.000344000000041
2019/02/15/16:01:09.578437,-0.0179661344737,0.0170357860625,0.0118500003591
2019/02/15/16:01:09.678716,-0.0139301456511,0.018054112792,0.0267689991742
2019/02/15/16:01:09.781377,0.00210356595926,0.0159867145121,0.0161530002952
2019/02/15/16:01:09.883036,0.00304380338639,0.00698106456548,0.000569999974687
2019/02/15/16:01:09.989537,-0.00190832361113,0.0140127912164,0.00447299983352
2019/02/15/16:01:10.111212,-0.00785250775516,0.0230507738888,-0.00541300000623
2019/02/15/16:01:10.225957,-0.0168628040701,0.0231007747352,0.00167699996382
2019/02/15/16:01:10.334231,-0.0238617453724,0.0191733408719,0.0199439991266
2019/02/15/16:01:10.450766,-0.0209294632077,0.00916283484548,-0.0129119995981
2019/02/15/16:01:10.587482,-0.0119260204956,0.0100881149992,-0.00118699995801
2019/02/15/16:01:10.707939,-0.000889490474947,0.015006958507,0.000536000006832
2019/02/15/16:01:10.808481,0.0201525576413,0.0188381113112,0.00988299958408
2019/02/15/16:01:10.926023,0.0533239096403,0.0345045141876,0.0382770001888
2019/02/15/16:01:11.029191,0.0654835477471,0.0340867377818,0.037090998143
2019/02/15/16:01:11.138762,0.0542518533766,0.0140619007871,0.0320629999042
2019/02/15/16:01:11.254590,0.0406724326313,-0.015866721049,0.0415089987218
2019/02/15/16:01:11.356027,0.0330622456968,-0.0427421070635,0.047678001225
2019/02/15/16:01:11.457675,0.0398310534656,-0.0470158234239,0.0473759993911
2019/02/15/16:01:11.606940,0.0486616417766,-0.0464439950883,0.0444599986076
2019/02/15/16:01:11.709384,0.0648424103856,-0.0342850312591,0.0267430003732
2019/02/15/16:01:11.823841,0.0678684189916,-0.03155753389,0.0173620004207
2019/02/15/16:01:11.934777,0.0560995154083,-0.0242042243481,0.016550000757
2019/02/15/16:01:12.051707,0.0421771518886,-0.020762655884,0.0330700017512
2019/02/15/16:01:12.161446,0.0330744124949,-0.0205689929426,0.0524609982967
2019/02/15/16:01:12.280972,0.0360768027604,-0.036979239434,0.0593549981713
2019/02/15/16:01:12.382428,0.0444713979959,-0.0597937703133,0.0517700016499
2019/02/15/16:01:12.472543,0.0485503822565,-0.0552346035838,0.0248349998146
2019/02/15/16:01:12.631132,0.043827496469,-0.0349163375795,-0.0127229997888
2019/02/15/16:01:12.732594,0.0354107804596,0.0059225470759,-0.0616989992559
2019/02/15/16:01:12.835065,0.0403665937483,0.0249106138945,-0.0596790015697
2019/02/15/16:01:12.951107,0.0407632552087,0.0150783630088,-0.0400700010359
2019/02/15/16:01:13.053575,0.0713136047125,-0.0171571690589,-0.0256719999015
2019/02/15/16:01:13.157324,0.140851810575,-0.0513300225139,0.036958001554
2019/02/15/16:01:13.258648,0.218114644289,-0.0813019797206,0.100706003606
2019/02/15/16:01:13.373875,0.277398705482,-0.100970089436,0.11747699976
2019/02/15/16:01:13.478656,0.356668144464,-0.0862080454826,0.107394002378
2019/02/15/16:01:13.631273,0.427748382092,-0.0703658983111,0.0126599995419
2019/02/15/16:01:13.732278,0.529257178307,-0.0435526967049,-0.158383995295
2019/02/15/16:01:13.832616,0.586987555027,-0.0351930260658,-0.249842002988
2019/02/15/16:01:13.949870,0.641397118568,-0.0360931605101,-0.268882989883
2019/02/15/16:01:14.059156,0.704310417175,-0.0387155786157,-0.172958001494
2019/02/15/16:01:14.178670,0.758785307407,-0.0388958714902,-0.0157520007342
2019/02/15/16:01:14.286212,0.827179372311,-0.0338716804981,0.20087300241
2019/02/15/16:01:14.405435,0.816195011139,-0.0409359112382,0.369857996702
2019/02/15/16:01:14.538381,0.840057730675,-0.0574717782438,0.428303003311
2019/02/15/16:01:14.651295,0.846946597099,-0.0940300151706,0.357282012701
2019/02/15/16:01:14.759779,0.843720734119,-0.0940179675817,0.172371000051
2019/02/15/16:01:14.880078,0.788474619389,-0.0683574825525,-0.0453669987619
2019/02/15/16:01:14.981444,0.793947458267,-0.0396166220307,-0.179664000869
2019/02/15/16:01:15.100695,0.853688776493,-0.02459025383,-0.260760992765
2019/02/15/16:01:15.202281,0.880322933197,-0.0201194062829,-0.205246001482
2019/02/15/16:01:15.310081,0.906334578991,-0.0315238498151,-0.173451006413
2019/02/15/16:01:15.430202,0.929767489433,-0.0496224574745,-0.0313449986279
2019/02/15/16:01:15.574635,0.962074995041,-0.061414450407,0.113208003342
2019/02/15/16:01:15.683542,0.995066761971,-0.0588079430163,0.260334998369
2019/02/15/16:01:15.803878,1.02112233639,-0.0577450320125,0.264486014843
2019/02/15/16:01:15.904824,1.02470135689,-0.0771975591779,0.23423999548
2019/02/15/16:01:16.007159,0.97804582119,-0.0735619068146,0.0720999985933
2019/02/15/16:01:16.125443,0.965639054775,-0.0531991198659,-0.0364569984376
2019/02/15/16:01:16.234771,1.00847625732,-0.00940997898579,-0.214351996779
2019/02/15/16:01:16.352554,1.0253932476,0.0256633609533,-0.258983999491
2019/02/15/16:01:16.455499,1.0223325491,0.0208998396993,-0.258567005396
2019/02/15/16:01:16.600954,1.02099621296,0.0207759290934,-0.130649000406
2019/02/15/16:01:16.712881,1.04753899574,-0.0194380059838,0.06241799891
2019/02/15/16:01:16.827929,1.06914544106,-0.0373649820685,0.234175994992
2019/02/15/16:01:16.934474,1.0800344944,-0.0458656549454,0.359210014343
2019/02/15/16:01:17.046540,1.0670684576,-0.0401860773563,0.295338004827
2019/02/15/16:01:17.157290,1.04110169411,-0.0216221213341,0.193881005049
2019/02/15/16:01:17.261861,0.999406099319,-0.00542065501213,0.0911680012941
2019/02/15/16:01:17.373467,0.974044084549,0.0154700279236,-0.0128459995613
2019/02/15/16:01:17.481836,0.955045700073,0.0210918039083,-0.124875999987
2019/02/15/16:01:17.632932,0.982135415077,0.00706818699837,-0.222075000405
2019/02/15/16:01:17.739433,0.992323040962,0.00557082891464,-0.218980997801
2019/02/15/16:01:17.857320,1.01772785187,-0.000105485320091,-0.151049003005
2019/02/15/16:01:17.958645,1.06897139549,-0.00533111393452,-0.0283710006624
2019/02/15/16:01:18.076582,1.0840921402,-0.00702377408743,0.0665350034833
2019/02/15/16:01:18.181632,1.09499812126,-0.0154096484184,0.163535997272
2019/02/15/16:01:18.284739,1.09320664406,-0.0169727355242,0.158672004938
2019/02/15/16:01:18.384565,1.08510017395,-0.0261266827583,0.158801004291
2019/02/15/16:01:18.485757,1.07659840584,-0.04034948349,0.0991360023618
2019/02/15/16:01:18.574007,1.0603621006,-0.0493373721838,-0.011264000088
2019/02/15/16:01:18.675117,1.0631146431,-0.0412334799767,-0.0924250036478
2019/02/15/16:01:18.784379,1.06688177586,-0.0248046666384,-0.174382999539
2019/02/15/16:01:18.901546,1.06968843937,-0.00696504116058,-0.169082000852
2019/02/15/16:01:19.008434,1.06344628334,-0.00793291628361,-0.0778459981084
2019/02/15/16:01:19.126580,1.04466640949,-0.0329836383462,0.0223559997976
2019/02/15/16:01:19.230089,1.0368732214,-0.0665677115321,0.10524199903
2019/02/15/16:01:19.331954,1.04109692574,-0.0787285864353,0.122019000351
2019/02/15/16:01:19.449532,1.05999779701,-0.0880280733109,0.13692599535
2019/02/15/16:01:19.590245,1.08176422119,-0.0861529782414,0.0524640008807
2019/02/15/16:01:19.707946,1.10505330563,-0.0492996126413,-0.0990120023489
2019/02/15/16:01:19.809420,1.13617610931,0.0053812712431,-0.211361005902
