time,.x,.y,.theta
2018/10/24/17:22:41.770919,25.65333452,-100.29111981,-126.071998596
2018/10/24/17:22:41.892205,25.65333469,-100.29111977,-125.833999634
2018/10/24/17:22:42.041513,25.65333468,-100.2911198,-125.612998962
2018/10/24/17:22:42.197973,25.65333473,-100.29111982,-125.322998047
2018/10/24/17:22:42.348175,25.65333475,-100.29111994,-124.980003357
2018/10/24/17:22:42.498381,25.65333492,-100.2911199,-124.767997742
2018/10/24/17:22:42.645909,25.65333504,-100.29111995,-124.592002869
2018/10/24/17:22:42.796738,25.6533351,-100.29111996,-124.334999084
2018/10/24/17:22:42.945078,25.65333515,-100.29112007,-124.028999329
2018/10/24/17:22:43.095233,25.65333522,-100.29112017,-123.771003723
2018/10/24/17:22:43.246687,25.65333518,-100.29112023,-123.632003784
2018/10/24/17:22:43.391303,25.65333523,-100.29112022,-123.722000122
2018/10/24/17:22:43.545542,25.6533351,-100.29112016,-123.970001221
2018/10/24/17:22:43.695653,25.65333502,-100.29112022,-124.301002502
2018/10/24/17:22:43.845940,25.65333491,-100.29112023,-124.642997742
2018/10/24/17:22:43.998714,25.65333494,-100.29112023,-125.026000977
2018/10/24/17:22:44.143350,25.65333487,-100.29112026,-125.314002991
2018/10/24/17:22:44.295976,25.65333479,-100.29112037,-125.522003174
2018/10/24/17:22:44.445855,25.65333475,-100.29112047,-125.623001099
2018/10/24/17:22:44.594836,25.65333476,-100.29112049,-125.547996521
2018/10/24/17:22:44.744915,25.65333473,-100.29112045,-125.510002136
2018/10/24/17:22:44.896332,25.65333471,-100.29112061,-125.669998169
2018/10/24/17:22:45.041051,25.65333469,-100.29112066,-125.789001465
2018/10/24/17:22:45.191046,25.65333466,-100.29112064,-125.781997681
2018/10/24/17:22:45.348552,25.65333465,-100.29112071,-125.646003723
2018/10/24/17:22:45.497826,25.65333459,-100.29112085,-125.466003418
2018/10/24/17:22:45.647794,25.65333471,-100.29112094,-125.375
2018/10/24/17:22:45.795787,25.65333471,-100.29112092,-125.373001099
2018/10/24/17:22:45.944687,25.65333439,-100.29112091,-125.429000854
2018/10/24/17:22:46.096125,25.6533344,-100.29112104,-125.457000732
2018/10/24/17:22:46.246252,25.65333451,-100.29112103,-125.494003296
2018/10/24/17:22:46.390978,25.6533345,-100.29112103,-125.677001953
2018/10/24/17:22:46.541138,25.65333437,-100.29112101,-125.814002991
2018/10/24/17:22:46.695272,25.65333426,-100.29112106,-125.741996765
2018/10/24/17:22:46.845663,25.65333423,-100.29112115,-125.587997437
2018/10/24/17:22:46.995718,25.65333425,-100.29112117,-125.486000061
2018/10/24/17:22:47.146980,25.65333424,-100.29112123,-125.503997803
2018/10/24/17:22:47.297035,25.65333414,-100.29112138,-125.700996399
2018/10/24/17:22:47.445851,25.6533339,-100.29112148,-125.933998108
2018/10/24/17:22:47.595435,25.65333389,-100.29112149,-126.071998596
2018/10/24/17:22:47.745035,25.65333387,-100.29112157,-126.136001587
2018/10/24/17:22:47.897213,25.65333387,-100.29112174,-126.148002625
2018/10/24/17:22:48.047565,25.65333385,-100.29112189,-126.254997253
2018/10/24/17:22:48.191329,25.65333383,-100.29112189,-126.429000854
2018/10/24/17:22:48.347923,25.65333378,-100.29112198,-126.630996704
2018/10/24/17:22:48.497916,25.65333365,-100.29112221,-126.809997559
2018/10/24/17:22:48.648328,25.65333363,-100.29112234,-126.559997559
