time,.x,.y,.theta
2018/10/24/17:24:48.005105,25.65332836,-100.29113063,-135.49899292
2018/10/24/17:24:48.046264,25.6533283,-100.29113059,-135.031997681
2018/10/24/17:24:48.198598,25.65332829,-100.29113058,-134.470001221
2018/10/24/17:24:48.347842,25.65332819,-100.29113051,-133.817001343
2018/10/24/17:24:48.496662,25.65332801,-100.29113053,-133.167999268
2018/10/24/17:24:48.645732,25.65332798,-100.29113052,-132.671005249
2018/10/24/17:24:48.796922,25.653328,-100.29113053,-132.184997559
2018/10/24/17:24:48.947029,25.65332822,-100.29113041,-131.587005615
2018/10/24/17:24:49.091825,25.65332817,-100.29113052,-130.895996094
2018/10/24/17:24:49.241989,25.6533279,-100.29113043,-130.339004517
2018/10/24/17:24:49.392037,25.65332792,-100.29113043,-130.007003784
2018/10/24/17:24:49.548592,25.65332794,-100.29113041,-129.757995605
2018/10/24/17:24:49.692172,25.65332798,-100.2911302,-129.462997437
2018/10/24/17:24:49.846437,25.65332805,-100.29112998,-129.117004395
2018/10/24/17:24:49.995788,25.65332783,-100.29112981,-128.85899353
2018/10/24/17:24:50.148011,25.65332784,-100.29112981,-128.70199585
2018/10/24/17:24:50.292836,25.65332772,-100.29112972,-128.628997803
2018/10/24/17:24:50.445865,25.65332769,-100.29112954,-128.770996094
2018/10/24/17:24:50.596137,25.65332778,-100.29112932,-129.119995117
2018/10/24/17:24:50.746176,25.65332781,-100.29112929,-129.63999939
2018/10/24/17:24:50.892226,25.65332782,-100.29112919,-130.059997559
2018/10/24/17:24:51.042794,25.65332774,-100.29112905,-130.356994629
2018/10/24/17:24:51.198701,25.65332776,-100.2911289,-130.809997559
2018/10/24/17:24:51.349111,25.65332776,-100.29112884,-131.270996094
2018/10/24/17:24:51.499147,25.65332776,-100.29112843,-131.50100708
2018/10/24/17:24:51.646590,25.65332777,-100.29112838,-131.563995361
2018/10/24/17:24:51.796725,25.65332775,-100.29112834,-131.600997925
2018/10/24/17:24:51.945680,25.65332762,-100.2911283,-131.526000977
2018/10/24/17:24:52.095933,25.6533276,-100.29112817,-131.246002197
2018/10/24/17:24:52.245911,25.65332757,-100.29112803,-130.992996216
2018/10/24/17:24:52.397177,25.65332746,-100.29112814,-130.845993042
2018/10/24/17:24:52.541930,25.65332742,-100.29112812,-130.813995361
2018/10/24/17:24:52.692415,25.65332725,-100.29112798,-131.223999023
2018/10/24/17:24:52.848686,25.65332727,-100.2911279,-132.104003906
2018/10/24/17:24:52.992683,25.65332725,-100.29112786,-132.714996338
2018/10/24/17:24:53.149550,25.65332707,-100.29112746,-132.988006592
2018/10/24/17:24:53.295653,25.65332702,-100.29112721,-133.057006836
2018/10/24/17:24:53.447045,25.65332711,-100.29112719,-133.033996582
2018/10/24/17:24:53.596964,25.65332709,-100.29112716,-132.811004639
2018/10/24/17:24:53.745829,25.65332719,-100.29112711,-132.106002808
2018/10/24/17:24:53.897440,25.65332724,-100.2911269,-131.274993896
2018/10/24/17:24:54.048910,25.65332728,-100.2911269,-130.925003052
2018/10/24/17:24:54.192307,25.65332726,-100.29112686,-131.190002441
2018/10/24/17:24:54.342270,25.65332713,-100.29112649,-131.662994385
2018/10/24/17:24:54.498959,25.65332704,-100.29112626,-131.856994629
2018/10/24/17:24:54.642854,25.65332705,-100.29112607,-131.74899292
2018/10/24/17:24:54.797369,25.65332705,-100.29112601,-131.542999268
2018/10/24/17:24:54.952901,25.6533271,-100.29112611,-131.257995605
2018/10/24/17:24:55.098217,25.65332712,-100.29112605,-131.011993408
2018/10/24/17:24:55.243045,25.65332697,-100.29112647,-130.23399353
2018/10/24/17:24:55.397068,25.65332644,-100.29112715,-129.046005249
2018/10/24/17:24:55.547075,25.65332586,-100.29112778,-127.642997742
2018/10/24/17:24:55.696474,25.65332518,-100.29112936,-126.093002319
2018/10/24/17:24:55.842473,25.65332436,-100.29113045,-124.394996643
2018/10/24/17:24:55.992358,25.65332346,-100.29113194,-122.699996948
2018/10/24/17:24:56.148982,25.65332294,-100.29113331,-121.196998596
2018/10/24/17:24:56.296967,25.65332213,-100.29113478,-119.792999268
2018/10/24/17:24:56.447004,25.6533219,-100.29113626,-118.5
2018/10/24/17:24:56.597644,25.65332122,-100.29113803,-117.332000732
2018/10/24/17:24:56.747318,25.65332024,-100.29114005,-116.293998718
2018/10/24/17:24:56.895909,25.65331947,-100.29114209,-115.457000732
2018/10/24/17:24:57.046606,25.65331904,-100.29114398,-114.819999695
2018/10/24/17:24:57.197712,25.65331841,-100.2911461,-114.20400238
2018/10/24/17:24:57.342678,25.65331822,-100.29114824,-113.371002197
2018/10/24/17:24:57.492348,25.65331767,-100.29115005,-112.419998169
2018/10/24/17:24:57.649019,25.65331716,-100.29115199,-111.588996887
2018/10/24/17:24:57.799172,25.65331664,-100.29115422,-110.929000854
2018/10/24/17:24:57.946749,25.65331629,-100.29115651,-110.07900238
2018/10/24/17:24:58.098412,25.65331585,-100.29115866,-109.136001587
2018/10/24/17:24:58.248598,25.65331593,-100.29116057,-108.412002563
2018/10/24/17:24:58.397523,25.65331559,-100.29116274,-107.754997253
2018/10/24/17:24:58.546712,25.65331537,-100.29116505,-106.902000427
2018/10/24/17:24:58.696803,25.65331489,-100.29116724,-106.166999817
2018/10/24/17:24:58.846716,25.65331434,-100.29116958,-105.497001648
2018/10/24/17:24:58.996464,25.65331403,-100.29117187,-104.745002747
2018/10/24/17:24:59.146832,25.65331344,-100.29117406,-104.037002563
2018/10/24/17:24:59.297926,25.65331326,-100.29117612,-103.552001953
2018/10/24/17:24:59.448023,25.65331285,-100.29117851,-103.06300354
2018/10/24/17:24:59.596828,25.65331263,-100.29118073,-102.416000366
2018/10/24/17:24:59.745914,25.65331268,-100.2911822,-101.587997437
2018/10/24/17:24:59.897456,25.6533125,-100.291184,-100.603996277
2018/10/24/17:25:00.051372,25.65331221,-100.29118621,-99.7649993896
2018/10/24/17:25:00.192153,25.65331208,-100.29118841,-99.2440032959
2018/10/24/17:25:00.342744,25.65331213,-100.29119039,-98.736000061
2018/10/24/17:25:00.497003,25.65331212,-100.29119237,-97.9629974365
2018/10/24/17:25:00.647749,25.65331223,-100.29119455,-97.0390014648
2018/10/24/17:25:00.798605,25.65331221,-100.29119675,-95.9570007324
2018/10/24/17:25:00.950086,25.65331217,-100.29119943,-95.0289993286
2018/10/24/17:25:01.095566,25.6533122,-100.2912023,-94.5090026855
