time,.x,.y,.theta
2018/10/24/17:20:53.043961,25.65333572,-100.29112341,-133.440994263
2018/10/24/17:20:53.119616,25.65333568,-100.29112325,-133.059997559
2018/10/24/17:20:53.269958,25.65333567,-100.29112335,-132.669006348
2018/10/24/17:20:53.419426,25.65333567,-100.29112323,-132.225006104
2018/10/24/17:20:53.569527,25.65333566,-100.29112323,-131.878005981
2018/10/24/17:20:53.720303,25.65333571,-100.29112322,-131.712997437
2018/10/24/17:20:53.865769,25.6533357,-100.29112311,-131.60899353
2018/10/24/17:20:54.021622,25.65333582,-100.29112288,-131.434997559
2018/10/24/17:20:54.165334,25.65333578,-100.2911229,-131.29699707
2018/10/24/17:20:54.321257,25.65333581,-100.29112282,-131.192001343
2018/10/24/17:20:54.468866,25.65333594,-100.2911227,-130.858001709
2018/10/24/17:20:54.621075,25.65333602,-100.29112267,-130.298995972
2018/10/24/17:20:54.765724,25.65333601,-100.2911227,-129.86000061
2018/10/24/17:20:54.915802,25.65333606,-100.29112262,-129.710998535
2018/10/24/17:20:55.070776,25.65333617,-100.29112248,-129.654006958
2018/10/24/17:20:55.219131,25.65333605,-100.29112227,-129.535003662
2018/10/24/17:20:55.370542,25.65333603,-100.29112229,-129.460998535
2018/10/24/17:20:55.519647,25.65333608,-100.29112224,-129.587997437
2018/10/24/17:20:55.670725,25.6533362,-100.29112206,-129.753005981
2018/10/24/17:20:55.821049,25.65333622,-100.29112202,-129.727996826
2018/10/24/17:20:55.969945,25.65333621,-100.29112207,-129.527999878
2018/10/24/17:20:56.119831,25.65333625,-100.29112202,-129.410003662
2018/10/24/17:20:56.268851,25.65333621,-100.2911219,-129.524993896
2018/10/24/17:20:56.420116,25.6533361,-100.29112178,-129.768005371
2018/10/24/17:20:56.570318,25.65333609,-100.29112182,-129.992004395
2018/10/24/17:20:56.720136,25.65333622,-100.29112173,-130.106002808
2018/10/24/17:20:56.869287,25.65333631,-100.29112163,-130.130996704
2018/10/24/17:20:57.019379,25.65333638,-100.29112154,-130.156005859
2018/10/24/17:20:57.170768,25.65333636,-100.29112157,-130.225997925
2018/10/24/17:20:57.321921,25.65333651,-100.2911214,-130.214004517
2018/10/24/17:20:57.466730,25.65333672,-100.29112117,-130.082992554
2018/10/24/17:20:57.619840,25.65333673,-100.29112106,-129.869995117
2018/10/24/17:20:57.770117,25.65333673,-100.29112111,-129.604003906
2018/10/24/17:20:57.922234,25.65333689,-100.29112107,-129.365005493
2018/10/24/17:20:58.065848,25.6533372,-100.29112074,-129.147994995
2018/10/24/17:20:58.215957,25.65333722,-100.29112045,-128.929992676
2018/10/24/17:20:58.372629,25.65333721,-100.29112041,-128.695007324
2018/10/24/17:20:58.519225,25.6533371,-100.29112019,-128.423995972
2018/10/24/17:20:58.669256,25.65333716,-100.29112007,-128.147994995
2018/10/24/17:20:58.819491,25.65333721,-100.29112001,-127.922996521
2018/10/24/17:20:58.970914,25.6533372,-100.29112002,-127.75
2018/10/24/17:20:59.121951,25.65333721,-100.29111988,-127.583999634
2018/10/24/17:20:59.266871,25.65333719,-100.29111978,-127.383003235
2018/10/24/17:20:59.419688,25.65333734,-100.2911196,-127.174003601
2018/10/24/17:20:59.569729,25.65333734,-100.29111961,-127.068000793
2018/10/24/17:20:59.721295,25.65333726,-100.29111936,-126.986999512
2018/10/24/17:20:59.868956,25.65333743,-100.29111932,-126.79599762
2018/10/24/17:21:00.020042,25.65333758,-100.29111929,-126.238998413
2018/10/24/17:21:00.170188,25.65333732,-100.29111964,-125.124000549
2018/10/24/17:21:00.314891,25.65333716,-100.29111988,-123.805999756
2018/10/24/17:21:00.471771,25.65333685,-100.29112092,-122.446998596
2018/10/24/17:21:00.615495,25.65333609,-100.29112236,-121.083999634
2018/10/24/17:21:00.772331,25.6533354,-100.29112383,-119.664001465
2018/10/24/17:21:00.923279,25.65333431,-100.29112478,-118.260002136
2018/10/24/17:21:01.071440,25.65333383,-100.29112634,-116.685997009
2018/10/24/17:21:01.220143,25.65333323,-100.29112788,-115.236000061
2018/10/24/17:21:01.368304,25.65333248,-100.29112968,-114.075996399
2018/10/24/17:21:01.516181,25.6533319,-100.29113158,-113.277000427
2018/10/24/17:21:01.670470,25.65333094,-100.29113344,-112.741996765
2018/10/24/17:21:01.822109,25.65333038,-100.29113532,-112.222000122
2018/10/24/17:21:01.969460,25.65332965,-100.29113738,-111.529998779
2018/10/24/17:21:02.119777,25.65332872,-100.2911393,-110.748001099
2018/10/24/17:21:02.271203,25.65332842,-100.29114159,-110.073997498
2018/10/24/17:21:02.421096,25.65332788,-100.29114359,-109.464996338
2018/10/24/17:21:02.570972,25.65332724,-100.29114573,-108.970001221
2018/10/24/17:21:02.720009,25.65332702,-100.29114803,-108.513999939
2018/10/24/17:21:02.869069,25.65332714,-100.29115025,-108.019996643
2018/10/24/17:21:03.020395,25.65332676,-100.29115231,-107.305999756
2018/10/24/17:21:03.166584,25.65332623,-100.29115452,-106.489997864
2018/10/24/17:21:03.322841,25.65332583,-100.29115662,-105.695999146
2018/10/24/17:21:03.469205,25.65332562,-100.29115874,-105.06300354
2018/10/24/17:21:03.619930,25.65332531,-100.29116075,-104.567001343
2018/10/24/17:21:03.770354,25.65332489,-100.29116299,-104.07800293
2018/10/24/17:21:03.921172,25.65332449,-100.29116503,-103.524002075
2018/10/24/17:21:04.071241,25.65332412,-100.29116718,-102.746002197
2018/10/24/17:21:04.221592,25.65332343,-100.29116926,-101.84400177
2018/10/24/17:21:04.371600,25.65332299,-100.29117146,-101.124000549
2018/10/24/17:21:04.519877,25.65332238,-100.29117363,-100.68699646
2018/10/24/17:21:04.669535,25.65332185,-100.29117597,-100.375
2018/10/24/17:21:04.821060,25.65332158,-100.29117825,-100.003997803
2018/10/24/17:21:04.973256,25.65332118,-100.29118058,-99.4919967651
2018/10/24/17:21:05.121113,25.65332081,-100.29118276,-98.922996521
2018/10/24/17:21:05.270133,25.65332083,-100.29118488,-98.3099975586
2018/10/24/17:21:05.420094,25.6533207,-100.29118656,-97.6989974976
2018/10/24/17:21:05.571472,25.65332042,-100.29118878,-97.1600036621
2018/10/24/17:21:05.720629,25.65332045,-100.29119113,-96.5839996338
2018/10/24/17:21:05.871079,25.6533206,-100.29119305,-95.9759979248
2018/10/24/17:21:06.021813,25.65332035,-100.29119527,-95.4530029297
2018/10/24/17:21:06.166415,25.65332014,-100.2911975,-95.0059967041
2018/10/24/17:21:06.316583,25.65332024,-100.29119982,-94.6760025024
2018/10/24/17:21:06.466636,25.6533205,-100.29120147,-94.40599823
2018/10/24/17:21:06.623019,25.65332049,-100.29120354,-94.1740036011
2018/10/24/17:21:06.769861,25.65332036,-100.29120576,-94.2060012817
2018/10/24/17:21:06.921534,25.65332031,-100.29120829,-94.2720031738
2018/10/24/17:21:07.070191,25.65332039,-100.29121065,-94.2109985352
2018/10/24/17:21:07.221370,25.65332067,-100.29121271,-94.0179977417
2018/10/24/17:21:07.371596,25.65332052,-100.29121496,-93.6809997559
