time,.x,.y,.theta
2018/10/24/17:30:49.827806,25.65334613,-100.29111897,-115.031997681
2018/10/24/17:30:49.869141,25.65334626,-100.29111903,-115.135002136
2018/10/24/17:30:50.019883,25.65334629,-100.29111939,-114.914001465
2018/10/24/17:30:50.176227,25.65334629,-100.29111942,-114.54699707
2018/10/24/17:30:50.320070,25.65334632,-100.29111947,-114.35900116
2018/10/24/17:30:50.474222,25.6533464,-100.29111947,-114.251998901
2018/10/24/17:30:50.623269,25.65334658,-100.29111948,-114.029998779
2018/10/24/17:30:50.775653,25.65334661,-100.29111953,-113.705001831
2018/10/24/17:30:50.920403,25.65334651,-100.29111976,-113.558998108
2018/10/24/17:30:51.071191,25.65334658,-100.29111986,-113.636001587
2018/10/24/17:30:51.221236,25.65334672,-100.29111983,-113.642997742
2018/10/24/17:30:51.377628,25.65334674,-100.29111984,-113.554000854
2018/10/24/17:30:51.524372,25.65334674,-100.29111987,-113.559997559
2018/10/24/17:30:51.675445,25.65334675,-100.29112008,-113.805000305
2018/10/24/17:30:51.826164,25.65334673,-100.29112014,-114.236000061
2018/10/24/17:30:51.971844,25.65334673,-100.29112018,-114.773002625
2018/10/24/17:30:52.125047,25.65334673,-100.29112024,-115.258003235
2018/10/24/17:30:52.274796,25.65334678,-100.29112021,-115.665000916
2018/10/24/17:30:52.423920,25.65334675,-100.29112038,-115.911003113
2018/10/24/17:30:52.575015,25.65334676,-100.2911204,-116.055000305
2018/10/24/17:30:52.721198,25.65334671,-100.2911205,-116.168998718
2018/10/24/17:30:52.871337,25.65334675,-100.29112054,-116.156997681
2018/10/24/17:30:53.020273,25.65334677,-100.29112071,-115.942001343
2018/10/24/17:30:53.177792,25.6533468,-100.29112079,-115.612998962
2018/10/24/17:30:53.325717,25.65334692,-100.29112089,-115.277999878
2018/10/24/17:30:53.470283,25.65334685,-100.29112091,-114.98400116
2018/10/24/17:30:53.627092,25.65334671,-100.2911208,-114.762001038
2018/10/24/17:30:53.770717,25.65334674,-100.29112081,-114.422996521
2018/10/24/17:30:53.925916,25.65334678,-100.29112086,-113.93800354
2018/10/24/17:30:54.075932,25.65334679,-100.29112106,-113.476997375
2018/10/24/17:30:54.226351,25.65334665,-100.29112128,-113.074996948
2018/10/24/17:30:54.370894,25.65334664,-100.29112132,-112.695999146
2018/10/24/17:30:54.521271,25.65334658,-100.29112154,-112.476997375
2018/10/24/17:30:54.671040,25.65334649,-100.29112162,-112.407997131
2018/10/24/17:30:54.829889,25.65334646,-100.29112159,-112.167999268
2018/10/24/17:30:54.974419,25.65334644,-100.29112163,-111.907997131
2018/10/24/17:30:55.124342,25.65334624,-100.29112168,-111.807998657
2018/10/24/17:30:55.274543,25.65334616,-100.29112194,-111.601997375
2018/10/24/17:30:55.424217,25.65334615,-100.29112197,-111.238998413
2018/10/24/17:30:55.576428,25.65334612,-100.29112204,-111.042999268
2018/10/24/17:30:55.721333,25.65334593,-100.29112207,-111.137001038
2018/10/24/17:30:55.874532,25.6533458,-100.29112214,-111.288002014
2018/10/24/17:30:56.024497,25.6533458,-100.29112229,-111.387001038
2018/10/24/17:30:56.173232,25.65334577,-100.29112235,-111.535003662
2018/10/24/17:30:56.323490,25.65334568,-100.29112242,-111.67199707
2018/10/24/17:30:56.475593,25.65334554,-100.29112261,-111.387001038
2018/10/24/17:30:56.619611,25.65334555,-100.29112305,-110.349998474
2018/10/24/17:30:56.769422,25.65334517,-100.29112407,-108.862998962
2018/10/24/17:30:56.925891,25.65334503,-100.29112579,-107.183998108
2018/10/24/17:30:57.076200,25.65334456,-100.29112806,-105.417999268
2018/10/24/17:30:57.223916,25.65334404,-100.29113002,-103.614997864
2018/10/24/17:30:57.372920,25.65334371,-100.29113202,-102.044998169
2018/10/24/17:30:57.524250,25.65334287,-100.29113396,-100.79699707
2018/10/24/17:30:57.670138,25.65334257,-100.29113595,-99.4599990845
2018/10/24/17:30:57.820544,25.65334276,-100.29113778,-98.0739974976
2018/10/24/17:30:57.970709,25.65334262,-100.29114,-96.7819976807
2018/10/24/17:30:58.127266,25.65334247,-100.29114236,-95.3239974976
2018/10/24/17:30:58.273800,25.65334256,-100.29114443,-93.8310012817
2018/10/24/17:30:58.424127,25.65334257,-100.29114666,-92.2949981689
2018/10/24/17:30:58.576687,25.65334267,-100.29114905,-90.7490005493
2018/10/24/17:30:58.726437,25.65334266,-100.29115139,-89.4680023193
2018/10/24/17:30:58.876893,25.65334273,-100.29115366,-88.3649978638
2018/10/24/17:30:59.021419,25.65334283,-100.2911562,-87.2880020142
2018/10/24/17:30:59.174615,25.65334306,-100.29115858,-86.2679977417
2018/10/24/17:30:59.323805,25.65334296,-100.2911607,-84.9909973145
2018/10/24/17:30:59.474228,25.65334312,-100.2911633,-83.6360015869
2018/10/24/17:30:59.625088,25.65334308,-100.29116584,-82.5670013428
2018/10/24/17:30:59.769692,25.65334345,-100.29116832,-81.6770019531
2018/10/24/17:30:59.920938,25.65334348,-100.29117052,-80.5820007324
2018/10/24/17:31:00.069901,25.65334346,-100.29117298,-79.4179992676
2018/10/24/17:31:00.226206,25.65334386,-100.2911752,-78.0429992676
2018/10/24/17:31:00.376623,25.65334434,-100.29117761,-76.8820037842
2018/10/24/17:31:00.526865,25.6533449,-100.29117977,-75.8789978027
2018/10/24/17:31:00.677661,25.65334524,-100.29118209,-74.9130020142
2018/10/24/17:31:00.824171,25.65334596,-100.29118424,-73.9800033569
2018/10/24/17:31:00.975511,25.65334656,-100.29118652,-72.861000061
2018/10/24/17:31:01.120203,25.65334718,-100.29118841,-71.5800018311
2018/10/24/17:31:01.270017,25.65334804,-100.29119041,-70.6159973145
2018/10/24/17:31:01.419404,25.65334872,-100.29119295,-69.891998291
2018/10/24/17:31:01.569321,25.65334943,-100.29119513,-69.5820007324
2018/10/24/17:31:01.719445,25.65335014,-100.29119707,-69.3079986572
2018/10/24/17:31:01.875899,25.65335081,-100.29119844,-68.7730026245
2018/10/24/17:31:02.026246,25.65335172,-100.29120069,-67.8529968262
2018/10/24/17:31:02.176191,25.65335251,-100.2912028,-66.5599975586
2018/10/24/17:31:02.323992,25.65335344,-100.29120478,-65.3840026855
2018/10/24/17:31:02.474169,25.65335465,-100.29120712,-64.5039978027
2018/10/24/17:31:02.620254,25.65335551,-100.29120939,-63.938999176
2018/10/24/17:31:02.770309,25.65335646,-100.29121146,-63.5859985352
2018/10/24/17:31:02.920274,25.65335761,-100.29121396,-63.2150001526
2018/10/24/17:31:03.076720,25.65335863,-100.29121648,-62.858001709
2018/10/24/17:31:03.223481,25.6533595,-100.29121806,-62.7690010071
2018/10/24/17:31:03.374819,25.65336031,-100.29121981,-62.8880004883
