time,.x,.y,.theta
2018/10/24/17:22:36.389274,25.65334013,-100.29112204,-131.475006104
2018/10/24/17:22:36.473351,25.65334006,-100.29112206,-131.205993652
2018/10/24/17:22:36.627706,25.65334001,-100.29112203,-131.057998657
2018/10/24/17:22:36.779449,25.65334001,-100.29112199,-130.908004761
2018/10/24/17:22:36.924562,25.65333996,-100.29112204,-130.680999756
2018/10/24/17:22:37.074506,25.65333996,-100.29112204,-130.399002075
2018/10/24/17:22:37.227412,25.65333973,-100.29112214,-130.272994995
2018/10/24/17:22:37.377656,25.65333971,-100.2911221,-130.384994507
2018/10/24/17:22:37.527616,25.65333974,-100.29112194,-130.518997192
2018/10/24/17:22:37.681767,25.65333975,-100.29112195,-130.548995972
2018/10/24/17:22:37.829700,25.6533397,-100.29112193,-130.559005737
2018/10/24/17:22:37.975891,25.65333968,-100.29112189,-130.763000488
2018/10/24/17:22:38.126799,25.65333963,-100.29112187,-131.074996948
2018/10/24/17:22:38.277349,25.65333953,-100.29112177,-131.197006226
2018/10/24/17:22:38.428108,25.65333956,-100.29112171,-131.268005371
2018/10/24/17:22:38.579867,25.65333956,-100.29112167,-131.531005859
2018/10/24/17:22:38.725564,25.65333928,-100.29112187,-131.744995117
2018/10/24/17:22:38.879226,25.65333924,-100.29112195,-131.789993286
2018/10/24/17:22:39.029274,25.65333924,-100.29112202,-131.759994507
2018/10/24/17:22:39.174052,25.65333922,-100.29112199,-131.774002075
2018/10/24/17:22:39.323805,25.65333928,-100.291122,-131.787994385
2018/10/24/17:22:39.474229,25.65333918,-100.291122,-131.714004517
2018/10/24/17:22:39.631539,25.65333919,-100.29112203,-131.617004395
2018/10/24/17:22:39.776936,25.65333919,-100.29112202,-131.531997681
2018/10/24/17:22:39.928754,25.65333914,-100.29112228,-131.559997559
2018/10/24/17:22:40.078693,25.65333902,-100.29112239,-131.777999878
2018/10/24/17:22:40.227239,25.65333904,-100.29112239,-131.878997803
2018/10/24/17:22:40.378877,25.65333907,-100.2911224,-131.789993286
2018/10/24/17:22:40.524522,25.65333911,-100.29112248,-131.723999023
2018/10/24/17:22:40.674925,25.6533391,-100.29112254,-131.701004028
2018/10/24/17:22:40.827631,25.65333911,-100.2911226,-131.554000854
2018/10/24/17:22:40.978003,25.65333915,-100.29112261,-131.229995728
2018/10/24/17:22:41.127900,25.65333927,-100.29112282,-130.992996216
2018/10/24/17:22:41.278032,25.653339,-100.29112291,-130.912994385
2018/10/24/17:22:41.428156,25.65333885,-100.29112291,-130.759002686
2018/10/24/17:22:41.579550,25.65333887,-100.29112293,-130.589004517
2018/10/24/17:22:41.730718,25.65333888,-100.29112296,-130.580993652
2018/10/24/17:22:41.877579,25.6533387,-100.29112279,-130.761993408
2018/10/24/17:22:42.028899,25.6533387,-100.2911229,-130.992004395
2018/10/24/17:22:42.180158,25.65333871,-100.29112293,-131.063995361
2018/10/24/17:22:42.324689,25.6533387,-100.29112305,-131.093994141
2018/10/24/17:22:42.474699,25.65333863,-100.29112316,-131.12399292
2018/10/24/17:22:42.627667,25.6533385,-100.29112342,-130.774002075
2018/10/24/17:22:42.780270,25.65333812,-100.29112397,-130.147003174
2018/10/24/17:22:42.931373,25.65333775,-100.29112468,-129.214996338
2018/10/24/17:22:43.078458,25.65333665,-100.29112544,-128.184997559
2018/10/24/17:22:43.228194,25.65333601,-100.29112684,-127.039001465
2018/10/24/17:22:43.378357,25.65333521,-100.29112799,-125.81199646
2018/10/24/17:22:43.528492,25.65333445,-100.29112907,-124.602996826
2018/10/24/17:22:43.678446,25.65333365,-100.29113039,-123.403999329
2018/10/24/17:22:43.829639,25.65333289,-100.29113211,-122.349998474
2018/10/24/17:22:43.980029,25.65333205,-100.29113368,-121.224998474
2018/10/24/17:22:44.124613,25.65333135,-100.29113548,-119.999000549
2018/10/24/17:22:44.274965,25.6533308,-100.29113709,-118.875999451
2018/10/24/17:22:44.428412,25.65333021,-100.29113883,-118.066001892
2018/10/24/17:22:44.579440,25.65332951,-100.29114067,-117.419998169
2018/10/24/17:22:44.723817,25.65332879,-100.29114242,-116.757003784
2018/10/24/17:22:44.874007,25.65332843,-100.29114445,-116.017997742
2018/10/24/17:22:45.030817,25.65332775,-100.29114648,-115.348999023
2018/10/24/17:22:45.174582,25.6533271,-100.29114846,-114.597000122
2018/10/24/17:22:45.329738,25.65332642,-100.29115064,-113.638000488
2018/10/24/17:22:45.482150,25.65332577,-100.29115293,-112.611999512
2018/10/24/17:22:45.629684,25.65332525,-100.29115498,-111.652999878
2018/10/24/17:22:45.779778,25.65332472,-100.29115706,-110.858001709
2018/10/24/17:22:45.924559,25.65332428,-100.29115915,-110.376998901
2018/10/24/17:22:46.073737,25.65332412,-100.29116121,-109.960998535
2018/10/24/17:22:46.230321,25.65332385,-100.29116305,-109.402000427
2018/10/24/17:22:46.382075,25.65332344,-100.29116514,-108.666999817
2018/10/24/17:22:46.527760,25.65332295,-100.2911673,-108.07900238
2018/10/24/17:22:46.678072,25.65332296,-100.29116939,-107.541000366
2018/10/24/17:22:46.827993,25.65332277,-100.29117151,-107.07900238
2018/10/24/17:22:46.979338,25.65332246,-100.29117364,-106.634002686
2018/10/24/17:22:47.130866,25.65332204,-100.29117584,-106.246002197
2018/10/24/17:22:47.276597,25.6533217,-100.29117814,-105.98500061
2018/10/24/17:22:47.428757,25.65332177,-100.29118033,-105.73400116
2018/10/24/17:22:47.573036,25.65332152,-100.29118254,-105.452003479
2018/10/24/17:22:47.723187,25.65332123,-100.29118449,-104.961997986
2018/10/24/17:22:47.879745,25.65332076,-100.29118683,-104.302001953
2018/10/24/17:22:48.032054,25.65332045,-100.29118951,-103.748001099
2018/10/24/17:22:48.177462,25.65332024,-100.29119164,-103.320999146
2018/10/24/17:22:48.327791,25.65332031,-100.29119384,-102.596000671
2018/10/24/17:22:48.477897,25.65331994,-100.29119629,-101.635002136
2018/10/24/17:22:48.630345,25.65331988,-100.29119815,-100.628997803
2018/10/24/17:22:48.776146,25.65331979,-100.29120037,-99.7210006714
2018/10/24/17:22:48.928502,25.65331967,-100.29120234,-99.0500030518
2018/10/24/17:22:49.078041,25.6533193,-100.29120466,-98.4700012207
2018/10/24/17:22:49.226964,25.65331961,-100.2912069,-97.9440002441
2018/10/24/17:22:49.378528,25.65331967,-100.29120909,-97.4359970093
2018/10/24/17:22:49.524262,25.65331985,-100.29121077,-97.1210021973
2018/10/24/17:22:49.678946,25.65332014,-100.29121266,-96.9589996338
2018/10/24/17:22:49.823191,25.65331987,-100.29121478,-96.7789993286
2018/10/24/17:22:49.973496,25.65331992,-100.29121693,-96.5130004883
