time,.x,.y,.theta
2018/10/24/17:24:01.496888,25.65333949,-100.29111962,-137.531997681
2018/10/24/17:24:01.531500,25.65333944,-100.29111958,-137.175003052
2018/10/24/17:24:01.677790,25.65333946,-100.29111946,-136.731994629
2018/10/24/17:24:01.827621,25.65333926,-100.29111945,-136.182998657
2018/10/24/17:24:01.977778,25.65333923,-100.29111949,-135.61000061
2018/10/24/17:24:02.129111,25.65333921,-100.29111965,-135.130004883
2018/10/24/17:24:02.280347,25.65333925,-100.29111958,-134.772994995
2018/10/24/17:24:02.431292,25.65333923,-100.29111953,-134.417007446
2018/10/24/17:24:02.578142,25.6533392,-100.29111957,-134.080001831
2018/10/24/17:24:02.728089,25.65333922,-100.29111947,-133.847000122
2018/10/24/17:24:02.878369,25.6533392,-100.29111946,-133.738006592
2018/10/24/17:24:03.027689,25.65333907,-100.29111937,-133.753005981
2018/10/24/17:24:03.179480,25.65333907,-100.29111938,-133.878997803
2018/10/24/17:24:03.332074,25.653339,-100.29111919,-134.052001953
2018/10/24/17:24:03.477401,25.65333902,-100.29111909,-134.138000488
2018/10/24/17:24:03.627516,25.653339,-100.29111931,-134.123001099
2018/10/24/17:24:03.777652,25.65333898,-100.29111934,-134.162994385
2018/10/24/17:24:03.929127,25.65333887,-100.29111933,-134.31199646
2018/10/24/17:24:04.077851,25.65333886,-100.29111927,-134.453994751
2018/10/24/17:24:04.230484,25.65333907,-100.29111927,-134.535995483
2018/10/24/17:24:04.375053,25.65333905,-100.2911193,-134.464996338
2018/10/24/17:24:04.528420,25.65333909,-100.29111927,-134.307006836
2018/10/24/17:24:04.674069,25.65333904,-100.29111926,-134.259994507
2018/10/24/17:24:04.824443,25.65333924,-100.29111921,-134.236999512
2018/10/24/17:24:04.978551,25.65333926,-100.29111922,-134.080993652
2018/10/24/17:24:05.127419,25.6533394,-100.29111918,-133.95199585
2018/10/24/17:24:05.278883,25.65333942,-100.29111895,-133.779998779
2018/10/24/17:24:05.427675,25.65333927,-100.29111891,-133.565994263
2018/10/24/17:24:05.579204,25.65333927,-100.29111891,-133.513000488
2018/10/24/17:24:05.729223,25.65333937,-100.29111876,-133.563995361
2018/10/24/17:24:05.879376,25.6533394,-100.29111872,-133.505996704
2018/10/24/17:24:06.028693,25.65333937,-100.29111885,-133.397994995
2018/10/24/17:24:06.177108,25.65333938,-100.29111884,-133.352005005
2018/10/24/17:24:06.328606,25.65333938,-100.29111881,-133.393005371
2018/10/24/17:24:06.474874,25.65333952,-100.29111879,-133.468002319
2018/10/24/17:24:06.632019,25.65333951,-100.29111873,-133.563995361
2018/10/24/17:24:06.777618,25.65333951,-100.29111876,-133.623001099
2018/10/24/17:24:06.927537,25.65333955,-100.2911188,-133.578994751
2018/10/24/17:24:07.077775,25.6533396,-100.29111871,-133.598999023
2018/10/24/17:24:07.227812,25.65333969,-100.29111869,-133.604995728
2018/10/24/17:24:07.379811,25.6533397,-100.29111871,-133.451004028
2018/10/24/17:24:07.529532,25.6533398,-100.29111865,-133.350997925
2018/10/24/17:24:07.679891,25.65333993,-100.29111863,-133.395004272
2018/10/24/17:24:07.824691,25.65333995,-100.29111859,-133.455993652
2018/10/24/17:24:07.974700,25.65334,-100.29111858,-133.503997803
2018/10/24/17:24:08.124974,25.65334011,-100.29111847,-133.477005005
2018/10/24/17:24:08.281472,25.65334024,-100.29111834,-133.223999023
2018/10/24/17:24:08.427986,25.65334017,-100.29111849,-132.470001221
2018/10/24/17:24:08.578167,25.65333991,-100.29111886,-131.520996094
2018/10/24/17:24:08.728184,25.65333981,-100.29111948,-130.332000732
2018/10/24/17:24:08.880043,25.65333941,-100.29112022,-129.082000732
2018/10/24/17:24:09.031014,25.65333861,-100.29112147,-127.791000366
2018/10/24/17:24:09.175709,25.65333794,-100.29112258,-126.319999695
2018/10/24/17:24:09.328524,25.65333754,-100.29112389,-124.857002258
2018/10/24/17:24:09.478689,25.65333698,-100.29112552,-123.333999634
2018/10/24/17:24:09.627413,25.65333614,-100.29112708,-121.777999878
2018/10/24/17:24:09.778826,25.65333546,-100.29112867,-120.440002441
2018/10/24/17:24:09.928972,25.65333503,-100.29113049,-119.404998779
2018/10/24/17:24:10.079371,25.65333466,-100.29113226,-118.366996765
2018/10/24/17:24:10.228142,25.65333415,-100.2911341,-117.18699646
2018/10/24/17:24:10.378089,25.65333366,-100.29113598,-115.763999939
2018/10/24/17:24:10.529517,25.65333331,-100.29113782,-114.490997314
2018/10/24/17:24:10.680162,25.65333295,-100.29113987,-113.364997864
2018/10/24/17:24:10.829261,25.65333249,-100.29114197,-112.441001892
2018/10/24/17:24:10.979723,25.65333208,-100.29114408,-111.653999329
2018/10/24/17:24:11.127909,25.65333162,-100.29114636,-110.89099884
2018/10/24/17:24:11.279114,25.65333168,-100.29114862,-109.980003357
2018/10/24/17:24:11.424931,25.65333149,-100.29115083,-108.820999146
2018/10/24/17:24:11.581812,25.65333123,-100.29115302,-107.684997559
2018/10/24/17:24:11.729177,25.65333107,-100.29115501,-106.662002563
2018/10/24/17:24:11.878563,25.65333091,-100.2911574,-105.672996521
2018/10/24/17:24:12.028653,25.65333102,-100.29115938,-104.809997559
2018/10/24/17:24:12.180006,25.65333095,-100.29116158,-103.916000366
2018/10/24/17:24:12.330518,25.65333073,-100.291164,-103.028999329
2018/10/24/17:24:12.480149,25.65333054,-100.29116632,-102.120002747
2018/10/24/17:24:12.629136,25.65333073,-100.29116846,-101.327003479
2018/10/24/17:24:12.778066,25.65333074,-100.29117065,-100.64099884
2018/10/24/17:24:12.929507,25.65333067,-100.29117269,-100.04699707
2018/10/24/17:24:13.075173,25.65333064,-100.29117464,-99.216003418
2018/10/24/17:24:13.231848,25.65333083,-100.29117679,-98.3300018311
2018/10/24/17:24:13.378445,25.6533309,-100.291179,-97.7249984741
2018/10/24/17:24:13.528510,25.65333103,-100.29118116,-97.2450027466
2018/10/24/17:24:13.678787,25.65333122,-100.29118333,-96.6380004883
2018/10/24/17:24:13.829607,25.65333114,-100.2911858,-95.6620025635
2018/10/24/17:24:13.979747,25.65333127,-100.29118801,-94.5410003662
2018/10/24/17:24:14.129955,25.65333165,-100.29119045,-93.5550003052
2018/10/24/17:24:14.277294,25.65333214,-100.2911925,-92.6650009155
2018/10/24/17:24:14.428975,25.65333221,-100.29119474,-91.7050018311
2018/10/24/17:24:14.574699,25.65333254,-100.29119693,-90.9010009766
2018/10/24/17:24:14.724760,25.65333288,-100.29119874,-90.3249969482
