time,.x,.y,.theta
2018/10/24/17:26:24.671767,25.65333664,-100.29112124,-133.527999878
2018/10/24/17:26:24.822620,25.65333655,-100.29112125,-133.350997925
2018/10/24/17:26:24.973813,25.65333654,-100.29112123,-133.343994141
2018/10/24/17:26:25.118497,25.65333634,-100.29112124,-133.438995361
2018/10/24/17:26:25.268858,25.65333632,-100.29112135,-133.507003784
2018/10/24/17:26:25.422987,25.65333648,-100.29112148,-133.533004761
2018/10/24/17:26:25.572806,25.65333647,-100.29112149,-133.675994873
2018/10/24/17:26:25.717785,25.65333646,-100.29112155,-133.923995972
2018/10/24/17:26:25.874618,25.65333646,-100.29112162,-134.164001465
2018/10/24/17:26:26.018072,25.65333636,-100.29112144,-134.337997437
2018/10/24/17:26:26.173799,25.65333635,-100.29112144,-134.479995728
2018/10/24/17:26:26.319274,25.65333636,-100.29112157,-134.673995972
2018/10/24/17:26:26.472344,25.65333633,-100.29112161,-134.833999634
2018/10/24/17:26:26.623743,25.65333632,-100.29112167,-134.819000244
2018/10/24/17:26:26.768502,25.65333627,-100.29112168,-134.781005859
2018/10/24/17:26:26.922544,25.65333629,-100.2911216,-134.968994141
2018/10/24/17:26:27.072808,25.65333629,-100.29112152,-135.268997192
2018/10/24/17:26:27.222327,25.65333635,-100.2911215,-135.361999512
2018/10/24/17:26:27.367473,25.65333633,-100.2911215,-135.199005127
2018/10/24/17:26:27.523855,25.65333631,-100.29112144,-135.083999634
2018/10/24/17:26:27.667422,25.65333618,-100.29112145,-135.082000732
2018/10/24/17:26:27.822703,25.65333622,-100.29112141,-135.080993652
2018/10/24/17:26:27.972816,25.65333621,-100.29112144,-134.986999512
2018/10/24/17:26:28.123047,25.65333622,-100.29112146,-134.783004761
2018/10/24/17:26:28.267690,25.65333615,-100.29112146,-134.606994629
2018/10/24/17:26:28.417997,25.65333614,-100.29112153,-134.610992432
2018/10/24/17:26:28.567956,25.65333615,-100.29112154,-134.746994019
2018/10/24/17:26:28.718042,25.65333614,-100.2911215,-134.916000366
2018/10/24/17:26:28.874638,25.65333614,-100.29112151,-135.04800415
2018/10/24/17:26:29.021116,25.65333611,-100.29112156,-135.156997681
2018/10/24/17:26:29.172175,25.65333611,-100.29112158,-135.350006104
2018/10/24/17:26:29.323390,25.65333605,-100.29112165,-135.57800293
2018/10/24/17:26:29.473557,25.65333608,-100.29112159,-135.865997314
2018/10/24/17:26:29.622455,25.6533361,-100.29112152,-136.255004883
2018/10/24/17:26:29.771315,25.65333609,-100.29112151,-136.464996338
2018/10/24/17:26:29.921361,25.65333603,-100.29112154,-136.37600708
2018/10/24/17:26:30.072788,25.65333602,-100.29112161,-136.341003418
2018/10/24/17:26:30.218741,25.65333588,-100.29112154,-136.62399292
2018/10/24/17:26:30.375268,25.65333588,-100.29112155,-136.835006714
