time,.x,.y,.z
2019/02/15/16:06:46.879770,0.036480832845,0.0283927600831,0.0569359995425
2019/02/15/16:06:46.983454,0.033515650779,0.0222418792546,0.0510299988091
2019/02/15/16:06:47.084850,0.0296026039869,0.0211822036654,0.0506579987705
2019/02/15/16:06:47.241166,0.0248228721321,0.0241831634194,0.0555879995227
2019/02/15/16:06:47.308619,0.0219619963318,0.0231229495257,0.0564410015941
2019/02/15/16:06:47.410209,0.0179162360728,0.0191835518926,0.05034000054
2019/02/15/16:06:47.555177,0.0148094119504,0.0152538958937,0.0442040003836
2019/02/15/16:06:47.676657,0.0174324493855,0.00700783543289,0.0387279987335
2019/02/15/16:06:47.791535,0.0218947902322,-0.00237025227398,0.0441609993577
2019/02/15/16:06:47.903408,0.028526969254,-0.0079505937174,0.0553679987788
2019/02/15/16:06:48.009018,0.0325341634452,-0.00745171867311,0.0593620017171
2019/02/15/16:06:48.109005,0.0305439867079,0.00557358749211,0.0423460006714
2019/02/15/16:06:48.227541,0.0245047695935,0.0170151814818,0.0295139998198
2019/02/15/16:06:48.336673,0.0164554137737,0.0276806671172,0.030747000128
2019/02/15/16:06:48.452399,0.0131458053365,0.0339438915253,0.0527470000088
2019/02/15/16:06:48.587595,0.0193576347083,0.0332608222961,0.0664660036564
2019/02/15/16:06:48.710957,0.023209489882,0.0286761112511,0.0646080002189
2019/02/15/16:06:48.834568,0.0318328440189,0.0315542407334,0.0585669986904
2019/02/15/16:06:48.936058,0.0455419123173,0.0347409695387,0.0488529987633
2019/02/15/16:06:49.055932,0.0498116798699,0.043078944087,0.0433060005307
2019/02/15/16:06:49.163545,0.0476497970521,0.0552313029766,0.0482360012829
2019/02/15/16:06:49.285532,0.0576760806143,0.0596948117018,0.0489530004561
2019/02/15/16:06:49.382353,0.0711385309696,0.0524624548852,0.0365060009062
2019/02/15/16:06:49.473815,0.0848475545645,0.0411569215357,0.0317060016096
2019/02/15/16:06:49.633212,0.0868554934859,0.0538156330585,0.0235629994422
2019/02/15/16:06:49.742319,0.085207439959,0.0548150651157,0.0179469995201
2019/02/15/16:06:49.858586,0.0770127549767,0.0468405336142,0.0156529992819
2019/02/15/16:06:49.959992,0.0777665004134,0.0313906185329,0.0186640005559
2019/02/15/16:06:50.076438,0.0819987356663,0.0254795271903,0.0291760005057
2019/02/15/16:06:50.185039,0.0867274552584,0.0223237127066,0.0492720007896
2019/02/15/16:06:50.290470,0.0854265764356,0.0311175491661,0.0729409977794
2019/02/15/16:06:50.406591,0.0764642059803,0.0411488264799,0.0911070033908
2019/02/15/16:06:50.550517,0.0632233321667,0.0377996042371,0.10415700078
2019/02/15/16:06:50.661885,0.0727580711246,0.0360869094729,0.07467199862
2019/02/15/16:06:50.783785,0.116856575012,0.0304062608629,0.0402720011771
2019/02/15/16:06:50.887938,0.176541686058,0.0461089573801,-0.0240240003914
2019/02/15/16:06:51.008688,0.226880073547,0.063933044672,-0.0674429982901
2019/02/15/16:06:51.109914,0.280919402838,0.076461032033,-0.149121999741
2019/02/15/16:06:51.226790,0.324020683765,0.0808183848858,-0.204724997282
2019/02/15/16:06:51.335971,0.344141185284,0.088412836194,-0.215791001916
2019/02/15/16:06:51.454302,0.347662329674,0.0922816842794,-0.185139998794
2019/02/15/16:06:51.589795,0.37911298871,0.106781803071,-0.100803002715
