time,.x,.y,.theta
2018/10/24/17:32:02.593261,25.65330468,-100.29113674,-100.978996277
2018/10/24/17:32:02.704305,25.65330474,-100.29113682,-100.925003052
2018/10/24/17:32:02.853589,25.65330493,-100.29113679,-100.957000732
2018/10/24/17:32:03.002549,25.65330487,-100.2911368,-100.978996277
2018/10/24/17:32:03.152548,25.65330493,-100.29113677,-100.934997559
2018/10/24/17:32:03.302614,25.65330518,-100.29113684,-100.888999939
2018/10/24/17:32:03.448771,25.65330535,-100.29113674,-100.875
2018/10/24/17:32:03.605335,25.65330548,-100.29113667,-100.931999207
2018/10/24/17:32:03.755323,25.65330555,-100.29113663,-100.999000549
2018/10/24/17:32:03.901864,25.65330564,-100.29113661,-100.998001099
2018/10/24/17:32:04.053269,25.65330576,-100.29113671,-100.971000671
2018/10/24/17:32:04.203392,25.65330583,-100.29113674,-100.974998474
2018/10/24/17:32:04.354699,25.65330588,-100.29113673,-100.971000671
2018/10/24/17:32:04.499210,25.6533059,-100.29113682,-100.902999878
2018/10/24/17:32:04.652511,25.65330595,-100.29113702,-100.833999634
2018/10/24/17:32:04.802518,25.65330603,-100.29113706,-100.696998596
2018/10/24/17:32:04.952688,25.6533061,-100.29113705,-100.507003784
2018/10/24/17:32:05.098789,25.65330623,-100.29113711,-100.42099762
2018/10/24/17:32:05.248609,25.65330621,-100.2911372,-100.488998413
2018/10/24/17:32:05.405452,25.65330636,-100.2911372,-100.657997131
2018/10/24/17:32:05.555450,25.65330644,-100.29113718,-100.842002869
2018/10/24/17:32:05.703115,25.65330647,-100.2911371,-101.016998291
2018/10/24/17:32:05.855590,25.65330654,-100.29113722,-101.144996643
2018/10/24/17:32:06.002132,25.65330644,-100.29113731,-101.178001404
2018/10/24/17:32:06.153372,25.65330651,-100.29113731,-101.152000427
2018/10/24/17:32:06.303368,25.65330664,-100.29113747,-101.141998291
2018/10/24/17:32:06.452264,25.65330667,-100.29113755,-101.18699646
2018/10/24/17:32:06.602716,25.65330668,-100.29113759,-101.252998352
2018/10/24/17:32:06.755022,25.65330675,-100.29113758,-101.376998901
2018/10/24/17:32:06.898509,25.6533069,-100.29113754,-101.539001465
2018/10/24/17:32:07.048637,25.65330692,-100.2911377,-101.560997009
2018/10/24/17:32:07.205452,25.65330693,-100.29113779,-101.380996704
2018/10/24/17:32:07.354862,25.65330698,-100.29113779,-101.095001221
2018/10/24/17:32:07.503885,25.65330702,-100.29113784,-100.850997925
2018/10/24/17:32:07.652837,25.65330701,-100.29113792,-100.689002991
2018/10/24/17:32:07.805082,25.65330704,-100.29113794,-100.597000122
2018/10/24/17:32:07.956391,25.65330709,-100.29113795,-100.627998352
2018/10/24/17:32:08.104586,25.65330716,-100.29113804,-100.71900177
2018/10/24/17:32:08.249204,25.65330723,-100.2911381,-100.739997864
2018/10/24/17:32:08.399196,25.65330712,-100.29113857,-100.712997437
2018/10/24/17:32:08.553449,25.65330715,-100.29113868,-100.600997925
2018/10/24/17:32:08.703150,25.6533071,-100.29113881,-100.227996826
2018/10/24/17:32:08.853385,25.65330703,-100.29113911,-99.7310028076
2018/10/24/17:32:09.003497,25.65330703,-100.29113973,-99.1259994507
2018/10/24/17:32:09.155813,25.65330692,-100.2911405,-98.341003418
2018/10/24/17:32:09.303682,25.65330697,-100.29114147,-97.4449996948
2018/10/24/17:32:09.453842,25.65330693,-100.29114293,-96.452003479
2018/10/24/17:32:09.602643,25.6533071,-100.29114358,-95.4199981689
2018/10/24/17:32:09.753998,25.65330709,-100.29114479,-94.3740005493
2018/10/24/17:32:09.898652,25.6533074,-100.29114588,-93.3050003052
2018/10/24/17:32:10.048920,25.65330751,-100.29114728,-92.141998291
2018/10/24/17:32:10.202974,25.65330756,-100.29114826,-90.966003418
