time,.x,.y,.theta
2019/02/15/16:35:13.022568,25.653332,-100.291456,-1.6113879648
2019/02/15/16:35:13.132996,25.653332,-100.291456,-1.61092682314
2019/02/15/16:35:13.246038,25.653332,-100.291456,-1.6105812694
2019/02/15/16:35:13.354210,25.653332,-100.291456,-1.60983000767
2019/02/15/16:35:13.464361,25.653332,-100.291456,-1.60929135501
2019/02/15/16:35:13.574792,25.653332,-100.291456,-1.60921292437
2019/02/15/16:35:13.685509,25.653332,-100.291456,-1.60863438219
2019/02/15/16:35:13.798337,25.653332,-100.291456,-1.60842635262
2019/02/15/16:35:13.909259,25.653332,-100.291456,-1.60769501913
2019/02/15/16:35:14.019668,25.653332,-100.291456,-1.60726963984
2019/02/15/16:35:14.129342,25.653332,-100.291456,-1.60732661056
2019/02/15/16:35:14.238375,25.653332,-100.291456,-1.60701676567
2019/02/15/16:35:14.346950,25.653332,-100.291456,-1.60687458401
2019/02/15/16:35:14.456794,25.653332,-100.291456,-1.60687458401
2019/02/15/16:35:14.569056,25.653332,-100.291456,-1.60672505305
2019/02/15/16:35:14.680573,25.653332,-100.291456,-1.60631482298
2019/02/15/16:35:14.793334,25.653332,-100.291456,-1.605688917
2019/02/15/16:35:14.903161,25.653332,-100.291456,-1.60566671279
2019/02/15/16:35:15.013819,25.653332,-100.291456,-1.60614087315
2019/02/15/16:35:15.123150,25.653332,-100.291456,-1.60616354831
2019/02/15/16:35:15.233506,25.653332,-100.291456,-1.60560942268
2019/02/15/16:35:15.344155,25.653332,-100.291456,-1.60567412833
2019/02/15/16:35:15.455145,25.653332,-100.291456,-1.60525742996
2019/02/15/16:35:15.565615,25.653332,-100.291456,-1.60541152418
2019/02/15/16:35:15.675228,25.653332,-100.291456,-1.60549041905
2019/02/15/16:35:15.784865,25.653332,-100.291456,-1.60489198348
2019/02/15/16:35:15.894424,25.653332,-100.291456,-1.60484984607
2019/02/15/16:35:16.004800,25.653332,-100.291456,-1.60507026565
2019/02/15/16:35:16.114410,25.653332,-100.291456,-1.60490060396
2019/02/15/16:35:16.224967,25.653332,-100.291456,-1.6048640982
2019/02/15/16:35:16.336350,25.653332,-100.291456,-1.60469913304
2019/02/15/16:35:16.447027,25.653332,-100.291456,-1.60469913304
2019/02/15/16:35:16.556581,25.653332,-100.291456,-1.60462411791
2019/02/15/16:35:16.665874,25.653332,-100.291456,-1.6038841254
2019/02/15/16:35:16.775276,25.653332,-100.291456,-1.60372991771
2019/02/15/16:35:16.883836,25.653332,-100.291456,-1.60357756596
2019/02/15/16:35:16.990613,25.653332,-100.291456,-1.60314529282
2019/02/15/16:35:17.099927,25.653332,-100.291456,-1.6029201702
2019/02/15/16:35:17.207234,25.653332,-100.291456,-1.60309727033
2019/02/15/16:35:17.315702,25.653332,-100.291456,-1.60286795897
2019/02/15/16:35:17.423163,25.653332,-100.291456,-1.60292481183
2019/02/15/16:35:17.536558,25.653332,-100.291456,-1.60265787084
2019/02/15/16:35:17.650270,25.653332,-100.291456,-1.60231840719
2019/02/15/16:35:17.757706,25.653332,-100.291456,-1.60263219125
2019/02/15/16:35:17.865683,25.653332,-100.291456,-1.60232705864
2019/02/15/16:35:17.981750,25.653332,-100.291456,-1.60234990324
2019/02/15/16:35:18.092150,25.653332,-100.291456,-1.60204090379
2019/02/15/16:35:18.201728,25.653332,-100.291456,-1.60123467946
2019/02/15/16:35:18.315707,25.653332,-100.291456,-1.60084282314
2019/02/15/16:35:18.431850,25.653332,-100.291456,-1.60058818948
2019/02/15/16:35:18.541215,25.653332,-100.291456,-1.60011949448
2019/02/15/16:35:18.657418,25.653332,-100.291456,-1.59973558081
2019/02/15/16:35:18.767135,25.653332,-100.291456,-1.5985025666
2019/02/15/16:35:18.876124,25.653332,-100.291456,-1.59798152717
2019/02/15/16:35:18.990974,25.653332,-100.291456,-1.59799206179
2019/02/15/16:35:19.104592,25.653332,-100.291456,-1.59746902592
2019/02/15/16:35:19.215368,25.653332,-100.291456,-1.59728023937
2019/02/15/16:35:19.325941,25.653332,-100.291456,-1.59671422193
2019/02/15/16:35:19.435795,25.653332,-100.291456,-1.5956260221
2019/02/15/16:35:19.547970,25.653332,-100.291456,-1.59497954973
2019/02/15/16:35:19.657568,25.653332,-100.291456,-1.59447678327
2019/02/15/16:35:19.769866,25.653332,-100.291456,-1.59350281194
2019/02/15/16:35:19.879546,25.653332,-100.291456,-1.59276066266
2019/02/15/16:35:19.990866,25.653332,-100.291456,-1.59196102937
2019/02/15/16:35:20.102311,25.653332,-100.291456,-1.59105244403
2019/02/15/16:35:20.212985,25.653332,-100.291456,-1.59033981951
2019/02/15/16:35:20.326561,25.653332,-100.291456,-1.58998685414
2019/02/15/16:35:20.443685,25.653332,-100.291456,-1.58930947706
2019/02/15/16:35:20.552979,25.653332,-100.291456,-1.58930947706
2019/02/15/16:35:20.664847,25.653332,-100.291456,-1.58901002854
2019/02/15/16:35:20.775685,25.653332,-100.291456,-1.58792089016
2019/02/15/16:35:20.888950,25.653332,-100.291456,-1.58673742525
2019/02/15/16:35:21.000357,25.653332,-100.291456,-1.58572661128
2019/02/15/16:35:21.109478,25.653332,-100.291456,-1.58486366876
2019/02/15/16:35:21.218199,25.653332,-100.291456,-1.58377503706
2019/02/15/16:35:21.329411,25.653332,-100.291456,-1.58294521517
2019/02/15/16:35:21.438936,25.653332,-100.291456,-1.58177579873
2019/02/15/16:35:21.548891,25.653332,-100.291456,-1.58085177718
2019/02/15/16:35:21.656822,25.653332,-100.291456,-1.58019263049
2019/02/15/16:35:21.766150,25.653332,-100.291456,-1.57888054273
2019/02/15/16:35:21.875832,25.653332,-100.291456,-1.57794018459
2019/02/15/16:35:21.984818,25.653332,-100.291456,-1.57537032627
2019/02/15/16:35:22.093783,25.653332,-100.291456,-1.57419890924
2019/02/15/16:35:22.204145,25.653332,-100.291456,-1.57394364072
2019/02/15/16:35:22.314281,25.653332,-100.291456,-1.57284923853
2019/02/15/16:35:22.423473,25.653332,-100.291456,-1.57033357574
2019/02/15/16:35:22.532925,25.653332,-100.291456,-1.56944605232
2019/02/15/16:35:22.644876,25.653332,-100.291456,-1.56792995053
2019/02/15/16:35:22.755869,25.653332,-100.291456,-1.56489501824
2019/02/15/16:35:22.866194,25.653332,-100.291456,-1.56376511722
2019/02/15/16:35:22.977891,25.653332,-100.291456,-1.56324626604
2019/02/15/16:35:23.090116,25.653332,-100.291456,-1.56192117323
2019/02/15/16:35:23.201903,25.653332,-100.291456,-1.55962832656
2019/02/15/16:35:23.314096,25.653332,-100.291456,-1.55858470062
2019/02/15/16:35:23.425953,25.653332,-100.291456,-1.55723277357
2019/02/15/16:35:23.536834,25.653332,-100.291456,-1.55723277357
2019/02/15/16:35:23.650949,25.653332,-100.291456,-1.55708616426
2019/02/15/16:35:23.765888,25.653332,-100.291456,-1.55519945032
2019/02/15/16:35:23.875800,25.653332,-100.291456,-1.55354963404
2019/02/15/16:35:23.988198,25.653332,-100.291456,-1.55081014555
2019/02/15/16:35:24.104121,25.653332,-100.291456,-1.5494126618
2019/02/15/16:35:24.214114,25.653332,-100.291456,-1.54807910128
2019/02/15/16:35:24.325254,25.653332,-100.291456,-1.54670827367
2019/02/15/16:35:24.435766,25.653332,-100.291456,-1.54497668466
2019/02/15/16:35:24.543758,25.653332,-100.291456,-1.54368975163
2019/02/15/16:35:24.658472,25.653332,-100.291456,-1.54170482572
2019/02/15/16:35:24.769352,25.653332,-100.291456,-1.53888552557
2019/02/15/16:35:24.879797,25.653332,-100.291456,-1.53747563147
2019/02/15/16:35:24.990658,25.653332,-100.291456,-1.53466587698
2019/02/15/16:35:25.103673,25.653332,-100.291456,-1.53302552647
2019/02/15/16:35:25.217693,25.653332,-100.291456,-1.53043092466
2019/02/15/16:35:25.327799,25.653332,-100.291456,-1.52897963807
2019/02/15/16:35:25.436252,25.653332,-100.291456,-1.52619463821
2019/02/15/16:35:25.545552,25.653332,-100.291456,-1.52426837273
2019/02/15/16:35:25.657243,25.653332,-100.291456,-1.52127219151
2019/02/15/16:35:25.767480,25.653332,-100.291456,-1.51859288665
2019/02/15/16:35:25.876941,25.653332,-100.291456,-1.51673902728
2019/02/15/16:35:25.985258,25.653332,-100.291456,-1.51588834895
2019/02/15/16:35:26.096431,25.653332,-100.291456,-1.51422300911
2019/02/15/16:35:26.206642,25.653332,-100.291456,-1.51105178207
2019/02/15/16:35:26.315568,25.653332,-100.291456,-1.50921302727
2019/02/15/16:35:26.428629,25.653332,-100.291456,-1.50834834591
2019/02/15/16:35:26.537535,25.653332,-100.291456,-1.5066089181
2019/02/15/16:35:26.646524,25.653332,-100.291456,-1.50421375432
