time,.x,.y,.theta
2019/02/15/16:19:37.886621,25.65331496,-100.29112477,-1.63066078622
2019/02/15/16:19:37.887955,25.65331502,-100.29112479,-1.63059101141
2019/02/15/16:19:37.918370,25.653315,-100.29112484,-1.62882813229
2019/02/15/16:19:38.017468,25.65331518,-100.29112457,-1.62746685778
2019/02/15/16:19:38.107017,25.65331517,-100.2911246,-1.62629746399
2019/02/15/16:19:38.197917,25.6533154,-100.2911247,-1.62533752778
2019/02/15/16:19:38.317176,25.65331539,-100.29112473,-1.62427292935
2019/02/15/16:19:38.438772,25.65331578,-100.29112468,-1.62221337415
2019/02/15/16:19:38.538252,25.65331599,-100.29112475,-1.62060762151
2019/02/15/16:19:38.656754,25.65331599,-100.29112478,-1.62004915674
2019/02/15/16:19:38.771321,25.65331616,-100.29112479,-1.61985714287
2019/02/15/16:19:38.893543,25.65331616,-100.29112481,-1.6205552904
2019/02/15/16:19:38.994118,25.65331629,-100.29112486,-1.62200391658
2019/02/15/16:19:39.141891,25.6533163,-100.29112488,-1.62280685948
2019/02/15/16:19:39.243257,25.6533165,-100.29112527,-1.62376679569
2019/02/15/16:19:39.362355,25.65331663,-100.29112537,-1.62593087995
2019/02/15/16:19:39.471204,25.65331663,-100.2911254,-1.63006743405
2019/02/15/16:19:39.589794,25.65331681,-100.29112555,-1.63441317941
2019/02/15/16:19:39.697210,25.65331682,-100.29112558,-1.63566992487
2019/02/15/16:19:39.814970,25.65331689,-100.2911256,-1.63596660095
2019/02/15/16:19:39.920294,25.65331691,-100.29112562,-1.63593171355
2019/02/15/16:19:40.019231,25.65331705,-100.29112555,-1.63563490431
2019/02/15/16:19:40.107409,25.65331707,-100.29112557,-1.63504155214
2019/02/15/16:19:40.198255,25.65331713,-100.29112577,-1.63420385499
2019/02/15/16:19:40.316082,25.65331715,-100.2911258,-1.63235375737
2019/02/15/16:19:40.417710,25.65331739,-100.29112593,-1.62865369528
2019/02/15/16:19:40.521237,25.65331743,-100.29112596,-1.62652436527
2019/02/15/16:19:40.641543,25.65331751,-100.29112606,-1.6263846825
2019/02/15/16:19:40.747266,25.6533175,-100.29112609,-1.62926449115
2019/02/15/16:19:40.866016,25.6533175,-100.29112611,-1.63258065865
2019/02/15/16:19:40.972754,25.65331783,-100.29112628,-1.63406417222
2019/02/15/16:19:41.113919,25.65331787,-100.29112631,-1.63203963758
2019/02/15/16:19:41.221462,25.65331807,-100.29112643,-1.62891548396
2019/02/15/16:19:41.342331,25.65331811,-100.29112645,-1.62800787885
2019/02/15/16:19:41.441708,25.65331818,-100.29112636,-1.63017209626
2019/02/15/16:19:41.543462,25.65331833,-100.29112642,-1.63322647508
2019/02/15/16:19:41.660367,25.65331834,-100.29112644,-1.63439573571
2019/02/15/16:19:41.768568,25.65331842,-100.2911266,-1.63460519329
2019/02/15/16:19:41.885875,25.65331847,-100.29112666,-1.6296485189
2019/02/15/16:19:41.994902,25.65331866,-100.29112682,-1.62436014786
2019/02/15/16:19:42.136727,25.6533187,-100.29112699,-1.62223081785
2019/02/15/16:19:42.238293,25.65331876,-100.29112751,-1.63011976515
2019/02/15/16:19:42.340644,25.65331894,-100.29112772,-1.64437912561
2019/02/15/16:19:42.442531,25.65331894,-100.29112798,-1.66326346381
2019/02/15/16:19:42.562733,25.65331903,-100.29112826,-1.67961726687
2019/02/15/16:19:42.669162,25.65331905,-100.29112864,-1.68284608271
2019/02/15/16:19:42.785932,25.65331927,-100.29112923,-1.6656894699
2019/02/15/16:19:42.895004,25.65331929,-100.29112974,-1.63331369358
2019/02/15/16:19:43.005538,25.65331938,-100.29113036,-1.60137414296
2019/02/15/16:19:43.162054,25.65331939,-100.2911309,-1.57620647694
2019/02/15/16:19:43.263491,25.65331969,-100.29113207,-1.56693881144
2019/02/15/16:19:43.366132,25.65331991,-100.29113224,-1.58563126892
2019/02/15/16:19:43.467806,25.65331995,-100.29113273,-1.62654180897
2019/02/15/16:19:43.584691,25.65332016,-100.29113291,-1.68227017424
2019/02/15/16:19:43.692887,25.65332017,-100.29113338,-1.74705674744
2019/02/15/16:19:43.794543,25.65332027,-100.29113375,-1.79765386815
2019/02/15/16:19:43.914768,25.65332026,-100.29113411,-1.8298027432
2019/02/15/16:19:44.006442,25.65332054,-100.29113479,-1.83715066943
2019/02/15/16:19:44.161713,25.65332052,-100.29113513,-1.83261277703
2019/02/15/16:19:44.268650,25.65332055,-100.29113578,-1.81121508108
2019/02/15/16:19:44.368795,25.65332083,-100.29113615,-1.7959957844
2019/02/15/16:19:44.494979,25.65332082,-100.29113665,-1.78196332522
2019/02/15/16:19:44.597868,25.65332089,-100.29113731,-1.76630780285
2019/02/15/16:19:44.713747,25.65332089,-100.29113787,-1.75379374465
2019/02/15/16:19:44.822809,25.65332095,-100.29113853,-1.74216984786
2019/02/15/16:19:44.939049,25.65332091,-100.29113915,-1.73286729495
2019/02/15/16:19:45.076657,25.65332106,-100.29113994,-1.7233028202
2019/02/15/16:19:45.193280,25.6533212,-100.29114132,-1.71331956346
2019/02/15/16:19:45.292787,25.65332117,-100.29114212,-1.70590186242
2019/02/15/16:19:45.395900,25.65332123,-100.29114277,-1.700334259
2019/02/15/16:19:45.512527,25.65332121,-100.2911435,-1.6965295347
2019/02/15/16:19:45.616459,25.65332145,-100.29114359,-1.69351004329
2019/02/15/16:19:45.723043,25.65332144,-100.29114431,-1.69255010707
2019/02/15/16:19:45.838211,25.65332159,-100.29114496,-1.69232320579
2019/02/15/16:19:45.943760,25.65332156,-100.29114582,-1.69059534724
2019/02/15/16:19:46.077166,25.65332162,-100.29114667,-1.68789010876
2019/02/15/16:19:46.191392,25.65332167,-100.29114753,-1.68324755416
2019/02/15/16:19:46.295406,25.65332167,-100.29114838,-1.67589976108
2019/02/15/16:19:46.413412,25.65332182,-100.29114918,-1.66788870787
2019/02/15/16:19:46.518902,25.65332184,-100.29115005,-1.65802755704
