time,.x,.y,.theta
2019/02/15/16:02:59.262948,25.65331953,-100.29111665,-1.61579062989
2019/02/15/16:02:59.263099,25.65331964,-100.29111648,-1.6159127358
2019/02/15/16:02:59.310471,25.65331965,-100.29111649,-1.61640142576
2019/02/15/16:02:59.428001,25.65331973,-100.29111636,-1.61662832703
2019/02/15/16:02:59.573176,25.65331974,-100.29111636,-1.61661088333
2019/02/15/16:02:59.685434,25.65331957,-100.29111628,-1.61633165095
2019/02/15/16:02:59.802520,25.65331956,-100.2911162,-1.61638398206
2019/02/15/16:02:59.906318,25.65331956,-100.29111621,-1.61647120056
2019/02/15/16:03:00.008036,25.65331955,-100.29111609,-1.61657599593
2019/02/15/16:03:00.109500,25.65331955,-100.2911161,-1.61638398206
2019/02/15/16:03:00.226536,25.65331962,-100.2911161,-1.61626187615
2019/02/15/16:03:00.337763,25.65331963,-100.29111612,-1.61624429929
2019/02/15/16:03:00.455808,25.65331976,-100.29111606,-1.61654110853
2019/02/15/16:03:00.599363,25.65331981,-100.29111581,-1.61694244682
2019/02/15/16:03:00.702464,25.65331983,-100.29111583,-1.61751848844
2019/02/15/16:03:00.805522,25.65331971,-100.29111579,-1.61856564317
2019/02/15/16:03:00.913140,25.65331972,-100.29111579,-1.61957791049
2019/02/15/16:03:01.032889,25.65331983,-100.29111569,-1.61959535419
2019/02/15/16:03:01.134861,25.65331983,-100.29111569,-1.61983969917
2019/02/15/16:03:01.253645,25.65331972,-100.29111583,-1.62011893155
2019/02/15/16:03:01.360461,25.65331978,-100.29111565,-1.62067752947
2019/02/15/16:03:01.471008,25.65331978,-100.29111567,-1.62097420556
2019/02/15/16:03:01.625868,25.65331998,-100.29111572,-1.62127088164
2019/02/15/16:03:01.734538,25.65331999,-100.29111575,-1.62249260654
2019/02/15/16:03:01.850936,25.65332,-100.29111558,-1.62434270416
2019/02/15/16:03:01.954656,25.6533197,-100.29111574,-1.62472659875
2019/02/15/16:03:02.057162,25.65331968,-100.29111577,-1.62612289382
2019/02/15/16:03:02.175493,25.65331956,-100.29111563,-1.6264195699
2019/02/15/16:03:02.283301,25.65331954,-100.29111565,-1.62657669638
2019/02/15/16:03:02.401320,25.65331953,-100.29111556,-1.62668149174
2019/02/15/16:03:02.539160,25.65331951,-100.29111558,-1.62673382285
2019/02/15/16:03:02.656572,25.65331952,-100.29111545,-1.6271701817
2019/02/15/16:03:02.756769,25.65331953,-100.29111539,-1.62727484391
2019/02/15/16:03:02.880043,25.65331951,-100.29111542,-1.62734461872
2019/02/15/16:03:02.979096,25.65331963,-100.29111524,-1.62744941408
2019/02/15/16:03:03.087355,25.65331961,-100.29111527,-1.62783330867
2019/02/15/16:03:03.206682,25.65331968,-100.29111509,-1.63013720885
2019/02/15/16:03:03.307881,25.65331962,-100.29111513,-1.63601893206
2019/02/15/16:03:03.408185,25.65331967,-100.29111512,-1.64233701411
2019/02/15/16:03:03.554706,25.65331961,-100.2911153,-1.64729382166
2019/02/15/16:03:03.673865,25.65331964,-100.29111546,-1.64820129361
2019/02/15/16:03:03.785970,25.65331982,-100.29111612,-1.640155353
2019/02/15/16:03:03.901903,25.65331978,-100.29111654,-1.62589599254
2019/02/15/16:03:04.011247,25.65331976,-100.29111716,-1.6075701191
2019/02/15/16:03:04.130325,25.65331972,-100.2911177,-1.59542264495
2019/02/15/16:03:04.231567,25.65331962,-100.29111845,-1.59390411081
2019/02/15/16:03:04.334389,25.65331959,-100.29111911,-1.60397471922
2019/02/15/16:03:04.450529,25.65331954,-100.29111957,-1.62518040131
2019/02/15/16:03:04.586419,25.6533196,-100.29112,-1.65718972674
2019/02/15/16:03:04.704740,25.65331956,-100.29112112,-1.6907001426
2019/02/15/16:03:04.812106,25.65331962,-100.29112203,-1.69787336551
2019/02/15/16:03:04.932108,25.65331955,-100.29112295,-1.68282863901
2019/02/15/16:03:05.049612,25.65331973,-100.2911238,-1.64556582995
2019/02/15/16:03:05.153882,25.65331982,-100.29112451,-1.60386992385
2019/02/15/16:03:05.255867,25.65331983,-100.29112543,-1.57070878149
2019/02/15/16:03:05.358002,25.65331981,-100.29112621,-1.5465882702
2019/02/15/16:03:05.467674,25.65331986,-100.29112716,-1.53428366958
2019/02/15/16:03:05.612395,25.65331993,-100.29112864,-1.53182277608
2019/02/15/16:03:05.731183,25.65332003,-100.29112994,-1.55187664124
2019/02/15/16:03:05.832849,25.65332,-100.29113127,-1.58273401658
2019/02/15/16:03:05.934736,25.65332005,-100.29113226,-1.6088441751
2019/02/15/16:03:06.052723,25.65331994,-100.29113292,-1.62608800642
2019/02/15/16:03:06.160732,25.65332001,-100.29113417,-1.62813011792
2019/02/15/16:03:06.279371,25.65332002,-100.29113525,-1.61268391996
2019/02/15/16:03:06.381190,25.65332024,-100.29113611,-1.57149414753
2019/02/15/16:03:06.480721,25.65332028,-100.29113713,-1.52616795416
2019/02/15/16:03:06.575176,25.65332033,-100.29113795,-1.48159223942
2019/02/15/16:03:06.663850,25.65332042,-100.29113883,-1.441257741
2019/02/15/16:03:06.783062,25.65332068,-100.29113943,-1.40987665514
2019/02/15/16:03:06.905760,25.65332087,-100.29114046,-1.37849570244
2019/02/15/16:03:07.008764,25.65332097,-100.29114089,-1.36955960042
2019/02/15/16:03:07.111709,25.65332118,-100.29114175,-1.37289321162
2019/02/15/16:03:07.230045,25.6533213,-100.29114248,-1.38462177062
2019/02/15/16:03:07.331714,25.65332153,-100.2911435,-1.4091610639
2019/02/15/16:03:07.438510,25.65332175,-100.29114424,-1.43734808817
2019/02/15/16:03:07.532925,25.65332193,-100.29114519,-1.46557013301
2019/02/15/16:03:07.617969,25.65332208,-100.29114593,-1.48232527436
2019/02/15/16:03:07.730769,25.65332221,-100.2911467,-1.48738674412
2019/02/15/16:03:07.832396,25.65332237,-100.29114764,-1.48194124661
2019/02/15/16:03:07.951008,25.65332252,-100.2911486,-1.46827537148
2019/02/15/16:03:08.059553,25.65332284,-100.29114965,-1.44802962561
2019/02/15/16:03:08.178718,25.65332307,-100.29115051,-1.43174559735
2019/02/15/16:03:08.280494,25.65332332,-100.29115162,-1.42008681316
2019/02/15/16:03:08.382210,25.6533237,-100.29115281,-1.41816694073
2019/02/15/16:03:08.485265,25.65332394,-100.29115378,-1.42361243824
2019/02/15/16:03:08.574249,25.65332432,-100.29115504,-1.43572502499
2019/02/15/16:03:08.674681,25.65332453,-100.29115597,-1.44876266055
2019/02/15/16:03:08.783511,25.65332499,-100.2911568,-1.46052610695
2019/02/15/16:03:08.901363,25.65332522,-100.29115794,-1.46618092888
2019/02/15/16:03:09.002431,25.65332551,-100.29115927,-1.46237620458
