time,.data
2019/02/15/16:51:32.382084,134.411018449
2019/02/15/16:51:32.503913,133.228153905
2019/02/15/16:51:32.616631,132.131328676
2019/02/15/16:51:32.730178,130.078262988
2019/02/15/16:51:32.843077,130.166801179
2019/02/15/16:51:32.956692,127.945487318
2019/02/15/16:51:33.070724,127.004725595
2019/02/15/16:51:33.183262,126.030726774
2019/02/15/16:51:33.289603,125.067759427
2019/02/15/16:51:33.400976,124.139762031
2019/02/15/16:51:33.512153,124.166283295
2019/02/15/16:51:33.623098,123.184436359
2019/02/15/16:51:33.731588,122.055221808
2019/02/15/16:51:33.845237,121.083367999
2019/02/15/16:51:33.956744,119.6441875
2019/02/15/16:51:34.066851,117.479957504
2019/02/15/16:51:34.181406,114.537188873
2019/02/15/16:51:34.292901,111.079509719
2019/02/15/16:51:34.407616,106.962882351
2019/02/15/16:51:34.517855,103.103167343
2019/02/15/16:51:34.630473,99.5906462595
2019/02/15/16:51:34.745743,94.2415404973
2019/02/15/16:51:34.856164,90.4683969252
2019/02/15/16:51:34.968296,86.4954722831
2019/02/15/16:51:35.079135,83.0219620794
2019/02/15/16:51:35.192207,79.570636931
2019/02/15/16:51:35.302837,76.5759741958
2019/02/15/16:51:35.410700,73.5359630679
2019/02/15/16:51:35.521517,71.0989800444
2019/02/15/16:51:35.630761,68.9748677933
2019/02/15/16:51:35.743476,67.2402394921
2019/02/15/16:51:35.859750,65.4519348959
2019/02/15/16:51:35.968256,62.0956944699
2019/02/15/16:51:36.076945,60.8083677802
2019/02/15/16:51:36.185945,59.5243916067
2019/02/15/16:51:36.294970,58.2688603563
2019/02/15/16:51:36.405705,56.9302948922
2019/02/15/16:51:36.516676,57.0653268344
2019/02/15/16:51:36.629309,56.006869713
2019/02/15/16:51:36.737665,54.706343065
2019/02/15/16:51:36.850071,53.8095569396
2019/02/15/16:51:36.959225,52.9540178401
2019/02/15/16:51:37.070959,52.1690886076
2019/02/15/16:51:37.183186,51.4214803004
2019/02/15/16:51:37.291609,50.8023485985
2019/02/15/16:51:37.409406,50.105235336
2019/02/15/16:51:37.518704,49.3766834561
2019/02/15/16:51:37.626365,48.5826810884
2019/02/15/16:51:37.736098,47.4171830465
2019/02/15/16:51:37.856376,46.6310583742
2019/02/15/16:51:37.964788,45.7705381207
2019/02/15/16:51:38.075203,44.9041516092
2019/02/15/16:51:38.184355,44.0889537578
