time,.x,.y,.z
2019/02/15/16:51:30.114272,0.0117183551192,-0.188169300556,-0.330646008253
2019/02/15/16:51:30.216175,0.0185136720538,-0.184505403042,-0.309336006641
2019/02/15/16:51:30.335704,0.024565834552,-0.169285312295,-0.295502990484
2019/02/15/16:51:30.467733,0.0252525825053,-0.154231354594,-0.289364993572
2019/02/15/16:51:30.584475,0.0281594302505,-0.141481637955,-0.281347006559
2019/02/15/16:51:30.691314,0.039703335613,-0.142132505774,-0.27600300312
2019/02/15/16:51:30.809846,0.0551360547543,-0.14708507061,-0.279294997454
2019/02/15/16:51:30.928204,0.0674805566669,-0.149473667145,-0.277141004801
2019/02/15/16:51:31.037649,0.0749842077494,-0.145884782076,-0.270357012749
2019/02/15/16:51:31.164787,0.0852819904685,-0.133641242981,-0.260773003101
2019/02/15/16:51:31.263185,0.0877672210336,-0.120374061167,-0.242478996515
2019/02/15/16:51:31.379197,0.0868362486362,-0.113487750292,-0.227681994438
2019/02/15/16:51:31.525309,0.0947899147868,-0.111534163356,-0.223629996181
2019/02/15/16:51:31.635883,0.104137890041,-0.112886220217,-0.235321000218
2019/02/15/16:51:31.753485,0.113297611475,-0.106834687293,-0.234265998006
2019/02/15/16:51:31.862710,0.121935427189,-0.103071592748,-0.223333001137
2019/02/15/16:51:31.982943,0.127310916781,-0.0990450978279,-0.207130998373
2019/02/15/16:51:32.083429,0.141901761293,-0.0855680480599,-0.198815003037
2019/02/15/16:51:32.199955,0.146564140916,-0.0801058858633,-0.19443500042
2019/02/15/16:51:32.310968,0.149384707212,-0.0689725056291,-0.195630997419
2019/02/15/16:51:32.411000,0.156508535147,-0.0631037354469,-0.193443000317
2019/02/15/16:51:32.501536,0.161964416504,-0.0571710430086,-0.190245002508
2019/02/15/16:51:32.611039,0.165039584041,-0.0550993271172,-0.184207007289
2019/02/15/16:51:32.713685,0.170476168394,-0.0559632070363,-0.17814899981
2019/02/15/16:51:32.831955,0.174287050962,-0.052706990391,-0.17638400197
2019/02/15/16:51:32.932619,0.176784008741,-0.039653673768,-0.169981002808
2019/02/15/16:51:33.036533,0.18497954309,-0.0338020399213,-0.166862994432
2019/02/15/16:51:33.153570,0.194274157286,-0.0261257141829,-0.161547005177
2019/02/15/16:51:33.261425,0.195583105087,-0.0181175544858,-0.153115004301
2019/02/15/16:51:33.386143,0.192233577371,-0.00975955277681,-0.146311998367
2019/02/15/16:51:33.524686,0.185845375061,-0.0188282504678,-0.144846007228
2019/02/15/16:51:33.634263,0.188617363572,-0.0203098282218,-0.14970099926
2019/02/15/16:51:33.751771,0.195361196995,-0.0235373154283,-0.189059004188
2019/02/15/16:51:33.859612,0.221442133188,-0.00966323912144,-0.279159992933
2019/02/15/16:51:33.977046,0.260100394487,0.0137764215469,-0.406765013933
2019/02/15/16:51:34.084141,0.302388131618,0.0315189287066,-0.509730994701
2019/02/15/16:51:34.201425,0.342032909393,0.0493807792664,-0.598863005638
2019/02/15/16:51:34.304507,0.369724094868,0.0661596804857,-0.645142972469
2019/02/15/16:51:34.399606,0.393208622932,0.0794289037585,-0.643984973431
2019/02/15/16:51:34.553632,0.420680075884,0.097561635077,-0.642661988735
2019/02/15/16:51:34.659784,0.426911979914,0.1213061288,-0.636684000492
2019/02/15/16:51:34.776159,0.434265702963,0.137343868613,-0.61769002676
