time,.x,.y,.theta
2019/02/15/16:51:29.932486,25.65331509,-100.29116233,1.53124686762
2019/02/15/16:51:29.933419,25.65331543,-100.29116245,1.49845217615
2019/02/15/16:51:29.942330,25.65331566,-100.29116258,1.4588505795
2019/02/15/16:51:30.009225,25.65331584,-100.29116261,1.42090719976
2019/02/15/16:51:30.110459,25.65331609,-100.29116249,1.38095659593
2019/02/15/16:51:30.212477,25.65331627,-100.29116251,1.34643391274
2019/02/15/16:51:30.331763,25.65331638,-100.29116234,1.31538452353
2019/02/15/16:51:30.464167,25.65331655,-100.29116237,1.28018126967
2019/02/15/16:51:30.580678,25.65331671,-100.29116228,1.24223788993
2019/02/15/16:51:30.687810,25.65331689,-100.29116221,1.21019354394
2019/02/15/16:51:30.806369,25.65331704,-100.29116222,1.18031354851
2019/02/15/16:51:30.925126,25.6533172,-100.29116217,1.146733491
2019/02/15/16:51:31.034037,25.65331737,-100.29116217,1.11430525042
2019/02/15/16:51:31.151248,25.65331762,-100.29116194,1.08489643467
2019/02/15/16:51:31.259137,25.65331778,-100.29116193,1.05515605544
2019/02/15/16:51:31.379034,25.65331793,-100.29116193,1.02986621693
2019/02/15/16:51:31.524623,25.6533181,-100.29116184,1.00344193862
2019/02/15/16:51:31.635447,25.65331829,-100.29116181,0.969425455674
2019/02/15/16:51:31.753195,25.65331835,-100.29116164,0.94336769483
2019/02/15/16:51:31.862217,25.65331851,-100.2911616,0.916349997771
2019/02/15/16:51:31.982552,25.65331873,-100.29116156,0.892613580809
2019/02/15/16:51:32.083234,25.65331898,-100.29116124,0.868196393434
2019/02/15/16:51:32.199522,25.65331913,-100.29116119,0.848456714646
2019/02/15/16:51:32.310575,25.65331921,-100.29116106,0.825470776323
2019/02/15/16:51:32.410794,25.65331936,-100.29116099,0.804491928937
2019/02/15/16:51:32.500666,25.65331948,-100.29116087,0.784752250149
2019/02/15/16:51:32.610846,25.65331961,-100.2911608,0.767874869726
2019/02/15/16:51:32.711241,25.65331987,-100.29116071,0.748431933601
2019/02/15/16:51:32.831764,25.65332002,-100.29116064,0.730297940879
2019/02/15/16:51:32.931924,25.65332003,-100.29116038,0.708987530007
2019/02/15/16:51:33.033671,25.65332018,-100.29116029,0.691970533393
2019/02/15/16:51:33.152953,25.65332046,-100.29116009,0.674971047059
2019/02/15/16:51:33.260870,25.65332063,-100.29115997,0.65636580808
2019/02/15/16:51:33.384180,25.65332074,-100.29115973,0.640169198069
2019/02/15/16:51:33.524103,25.65332098,-100.29115976,0.622105046732
2019/02/15/16:51:33.633659,25.65332119,-100.29115963,0.601562491622
2019/02/15/16:51:33.750794,25.65332146,-100.29115962,0.583550737968
2019/02/15/16:51:33.858672,25.65332164,-100.29115952,0.557719845113
2019/02/15/16:51:33.976449,25.65332185,-100.29115938,0.519113171955
2019/02/15/16:51:34.083625,25.65332232,-100.29115914,0.465898097861
2019/02/15/16:51:34.200508,25.65332259,-100.29115895,0.404479956684
2019/02/15/16:51:34.303460,25.65332279,-100.29115881,0.331839390167
2019/02/15/16:51:34.399149,25.65332311,-100.29115862,0.263213055459
2019/02/15/16:51:34.551165,25.65332372,-100.29115827,0.199508541028
2019/02/15/16:51:34.658570,25.65332425,-100.29115802,0.104073958515
2019/02/15/16:51:34.775153,25.65332475,-100.29115781,0.0362679355095
2019/02/15/16:51:34.884282,25.6533251,-100.29115769,-0.0344353398433
2019/02/15/16:51:35.001509,25.65332556,-100.29115754,-0.096848296316
2019/02/15/16:51:35.110946,25.65332612,-100.29115735,-0.159261261111
2019/02/15/16:51:35.231948,25.65332664,-100.29115725,-0.213540983563
2019/02/15/16:51:35.338419,25.65332715,-100.29115717,-0.2685712013
2019/02/15/16:51:35.438369,25.65332767,-100.29115713,-0.313112011988
2019/02/15/16:51:35.528916,25.65332817,-100.29115698,-0.352120090018
2019/02/15/16:51:35.633337,25.65332862,-100.29115698,-0.384129448738
2019/02/15/16:51:35.735413,25.65332928,-100.29115701,-0.417884109715
2019/02/15/16:51:35.858545,25.6533298,-100.29115707,-0.447554680853
2019/02/15/16:51:35.956636,25.65333055,-100.29115709,-0.478464453877
2019/02/15/16:51:36.058691,25.65333108,-100.29115721,-0.503824100476
2019/02/15/16:51:36.159834,25.65333153,-100.29115721,-0.528276141964
2019/02/15/16:51:36.277791,25.65333212,-100.2911574,-0.551925340419
2019/02/15/16:51:36.381658,25.65333273,-100.2911576,-0.5775642194
2019/02/15/16:51:36.525151,25.65333322,-100.2911577,-0.597932204337
2019/02/15/16:51:36.636541,25.65333397,-100.29115799,-0.623536229204
2019/02/15/16:51:36.753029,25.65333457,-100.29115812,-0.641513095455
2019/02/15/16:51:36.862029,25.65333516,-100.2911584,-0.658739483066
2019/02/15/16:51:36.981407,25.65333569,-100.29115857,-0.674499800802
2019/02/15/16:51:37.081873,25.65333651,-100.29115897,-0.690748808497
2019/02/15/16:51:37.188382,25.65333704,-100.29115925,-0.703629317587
2019/02/15/16:51:37.301200,25.65333751,-100.29115957,-0.717644333066
2019/02/15/16:51:37.401966,25.65333808,-100.2911599,-0.73260177448
2019/02/15/16:51:37.556593,25.65333858,-100.29116011,-0.746459730066
2019/02/15/16:51:37.676097,25.65333941,-100.2911606,-0.768765031135
2019/02/15/16:51:37.784331,25.65333975,-100.29116086,-0.785764517469
