time,.x,.y,.z
2019/02/15/16:31:03.291271,-0.0468485243618,-0.004267974291,0.0522820018232
2019/02/15/16:31:03.401160,-0.0350473411381,0.0217182859778,0.0471220016479
2019/02/15/16:31:03.522189,-0.0350511111319,0.0309421960264,0.0499339997768
2019/02/15/16:31:03.621989,-0.0378389246762,0.0308093447238,0.0647500008345
2019/02/15/16:31:03.723748,-0.0437155514956,0.0133022796363,0.0738470032811
2019/02/15/16:31:03.839665,-0.0394861549139,-0.00705998856574,0.0609540008008
2019/02/15/16:31:03.980008,-0.0371697768569,-0.0206980165094,0.0227850005031
2019/02/15/16:31:04.096624,-0.0374804586172,-0.0176696199924,0.00831300020218
2019/02/15/16:31:04.212099,-0.0384575463831,-0.00761691294611,0.0406860001385
2019/02/15/16:31:04.320805,-0.0394042655826,0.0146732330322,0.0794219970703
2019/02/15/16:31:04.439304,-0.0349532924592,0.0244185887277,0.0952799990773
2019/02/15/16:31:04.542499,-0.0314495675266,0.0209743827581,0.0809469968081
2019/02/15/16:31:04.644893,-0.0136923203245,0.0112035917118,0.0512919984758
2019/02/15/16:31:04.746720,-0.00991915725172,-0.0195859707892,0.020767999813
2019/02/15/16:31:04.870234,-0.0107680922374,-0.0416419059038,0.0104839997366
2019/02/15/16:31:04.998536,-0.0283965654671,-0.0505532920361,0.01832799986
2019/02/15/16:31:05.120966,-0.0341163426638,-0.0187103040516,0.0345389991999
2019/02/15/16:31:05.221673,-0.0256326850504,0.0138912042603,0.0586210004985
2019/02/15/16:31:05.337820,-0.0168951358646,0.0244039874524,0.0814580023289
2019/02/15/16:31:05.445851,-0.00962480343878,0.0227456185967,0.0780239999294
2019/02/15/16:31:05.562966,-0.00497705349699,-0.00110857770778,0.0439429990947
2019/02/15/16:31:05.671813,0.00450609344989,-0.025917083025,0.00774399982765
2019/02/15/16:31:05.793907,-0.0113737303764,-0.0342145934701,0.00486500002444
2019/02/15/16:31:05.893872,-0.0274056270719,-0.036454513669,0.0175509992987
2019/02/15/16:31:06.039083,-0.0375723093748,-0.0295520164073,0.0228989999741
2019/02/15/16:31:06.147608,-0.0139003526419,-0.00915315188468,0.0318400003016
2019/02/15/16:31:06.264811,-0.00207619881257,0.0119870519266,0.046275999397
2019/02/15/16:31:06.373407,0.0089911930263,0.0240033008158,0.0595749989152
2019/02/15/16:31:06.492588,-0.00692766811699,0.0150335449725,0.0525300018489
2019/02/15/16:31:06.593456,-0.020055251196,-0.00581264635548,0.022907000035
