time,.x,.y,.theta
2019/02/15/16:29:11.664879,25.65336979,-100.29115197,2.91293649849
2019/02/15/16:29:11.665030,25.65337008,-100.29115215,2.94066985336
2019/02/15/16:29:11.665223,25.65337043,-100.29115214,2.96821092804
2019/02/15/16:29:11.770375,25.65337065,-100.2911524,2.9995222391
2019/02/15/16:29:11.887431,25.65337097,-100.29115253,3.02825028443
2019/02/15/16:29:12.023897,25.65337115,-100.29115243,3.06074829982
2019/02/15/16:29:12.142932,25.65337152,-100.2911526,3.10190318485
2019/02/15/16:29:12.246796,25.65337159,-100.29115293,3.14106842264
2019/02/15/16:29:12.364036,25.65337184,-100.29115313,-3.10935577329
2019/02/15/16:29:12.470959,25.65337192,-100.29115332,-3.07469367365
2019/02/15/16:29:12.587849,25.65337222,-100.29115317,-3.04516268542
2019/02/15/16:29:12.694755,25.65337252,-100.29115322,-3.01322313479
2019/02/15/16:29:12.805193,25.65337265,-100.29115305,-2.98299386586
2019/02/15/16:29:12.901026,25.65337289,-100.2911531,-2.94918690707
2019/02/15/16:29:12.989502,25.65337299,-100.29115307,-2.91576397603
2019/02/15/16:29:13.078255,25.65337318,-100.29115319,-2.8863027626
2019/02/15/16:29:13.192828,25.65337315,-100.29115344,-2.85691132397
2019/02/15/16:29:13.294710,25.65337339,-100.29115356,-2.82123695701
2019/02/15/16:29:13.411956,25.65337354,-100.29115364,-2.7902398989
2019/02/15/16:29:13.520780,25.65337377,-100.29115369,-2.75273274486
2019/02/15/16:29:13.642198,25.65337399,-100.29115355,-2.71604584426
2019/02/15/16:29:13.743439,25.6533742,-100.29115359,-2.67717754887
2019/02/15/16:29:13.844133,25.65337422,-100.29115369,-2.65230655894
2019/02/15/16:29:13.989038,25.65337433,-100.2911538,-2.64380681578
2019/02/15/16:29:14.092989,25.65337449,-100.29115391,-2.63345697499
2019/02/15/16:29:14.194825,25.65337455,-100.29115409,-2.62555058399
2019/02/15/16:29:14.310695,25.65337458,-100.29115418,-2.62239154296
2019/02/15/16:29:14.420266,25.65337459,-100.29115424,-2.62312471105
2019/02/15/16:29:14.537092,25.65337463,-100.29115431,-2.62570771046
2019/02/15/16:29:14.641866,25.65337472,-100.29115446,-2.62748803328
2019/02/15/16:29:14.747434,25.65337476,-100.29115456,-2.62610904875
2019/02/15/16:29:14.859396,25.65337475,-100.29115457,-2.62211217742
2019/02/15/16:29:14.994825,25.65337488,-100.29115484,-2.61666681307
2019/02/15/16:29:15.116959,25.65337493,-100.291155,-2.61301908208
2019/02/15/16:29:15.218236,25.65337496,-100.29115509,-2.61113409706
2019/02/15/16:29:15.336863,25.65337501,-100.29115516,-2.60780061901
2019/02/15/16:29:15.445965,25.65337508,-100.29115514,-2.59973710154
2019/02/15/16:29:15.561755,25.65337507,-100.29115524,-2.58790388033
2019/02/15/16:29:15.671187,25.65337522,-100.29115523,-2.5696652254
2019/02/15/16:29:15.788061,25.6533751,-100.29115539,-2.54626030535
2019/02/15/16:29:15.892072,25.65337504,-100.2911556,-2.51573462665
2019/02/15/16:29:16.035279,25.65337488,-100.29115585,-2.48505155517
2019/02/15/16:29:16.145485,25.65337475,-100.29115614,-2.43780548936
2019/02/15/16:29:16.262273,25.65337463,-100.29115625,-2.40310850232
2019/02/15/16:29:16.366735,25.65337448,-100.29115654,-2.37088958615
2019/02/15/16:29:16.468337,25.65337438,-100.29115678,-2.34629796176
2019/02/15/16:29:16.570008,25.65337418,-100.29115704,-2.32371356147
2019/02/15/16:29:16.686440,25.65337404,-100.29115736,-2.30297899249
2019/02/15/16:29:16.794374,25.65337378,-100.29115764,-2.28156371967
2019/02/15/16:29:16.903141,25.65337359,-100.29115799,-2.26128295324
2019/02/15/16:29:16.990832,25.65337333,-100.29115833,-2.24163069269
2019/02/15/16:29:17.095712,25.65337318,-100.29115862,-2.22614960734
2019/02/15/16:29:17.193494,25.65337299,-100.29115883,-2.20921989581
2019/02/15/16:29:17.293516,25.65337283,-100.29115919,-2.19462883871
2019/02/15/16:29:17.410834,25.65337254,-100.29115981,-2.18160878001
